學年度,設立別,學校類別,學校統計處代碼,學校名稱,日間/進修,學制班別,當學年度各學制總量內核定新生招生名額(A),當學年度各學制新生保留入學資格人數(B),當學年度各學制總量內新生招生核定名額之實際註冊人數(C),當學年度各學制境外(新生)學生實際註冊人數(D),當學年度各學制新生註冊率(%)E=〔(C+D)/(A-B+D)〕*100％,當學年度各學制招生特色說明
111,公立,技專校院,0033,國立虎尾科技大學,日間,二年制大學(二技),110,0,110,5,100.00,主要在培育各領域優秀專業人才，提昇我國產業人力素質。強調理論與實務並重之教學，重視學生獨立思考與創造能力之培養。
111,公立,技專校院,0033,國立虎尾科技大學,進修,學士班(含四技),684,0,544,0,79.53,配合國家政策與經濟發展之需要，響應政府推動回流教育及終身學習之理念，利用地方產業特色，配合本校校務發展計畫，以加強技職教育及推廣服務教育為主要目標，藉以培養專業技術人才，協助地方產業技術升級，投入國家經濟建設行列，提高全球競爭力。
111,公立,技專校院,0033,國立虎尾科技大學,進修,二年制大學(二技),80,0,77,0,96.25,響應政府推動回流教育及終身學習之理念，配合國家經建需要，以加強技職教育及推廣服務教育為主要目標，強調理論與實務並重之教學，傳授實用技藝，以增進其知識與技能。
111,公立,技專校院,0033,國立虎尾科技大學,日間,碩士班,494,0,438,11,88.91,配合國家發展重點、促進工業升級及社會需要，以培育具備國際觀、能獨立思考及解決問題能力之各專業領域高階人才。
111,公立,技專校院,0033,國立虎尾科技大學,在職,碩士班,88,0,71,0,80.68,因應國家產業需求、政府建立回流教育政策及強化高等教育體系在職進修功能，配合專業領域在職人士進修之需求，彈性專案規劃提供結合理論與實務之碩士課程，構建終身學習優良環境，強化民眾職場就業能力，增進國家競爭力。
111,公立,技專校院,0033,國立虎尾科技大學,日間,博士班,15,0,10,3,72.22,以培育光電科技及動力機械專業技術與研究開發人才為主，教育學生具備下列特點為目標: 1.具備專業領域知識規劃、設計與執行實驗能力。 2.具備宏觀視野並能掌握科技與產業發展脈動，隨時自我調適並具備終身學習之能力。 3.具有國際觀及跨領域研究之專業能力。
111,公立,一般大學,0035,國立臺南藝術大學,日間,學士班(含四技),200,0,187,7,93.72,(1)七年一貫制學士班招生特色：本校配合藝術教育法的頒布，1997年成立了國內第一所七年一貫制音樂系，隔年再成立七年一貫制中國音樂學系，招收國中畢業生具傑出演奏中西樂器的年輕學子，培養具精湛演奏技巧與豐富人文素養的專業音樂家。   (2)四年制學士班招生特色：材質創作與設計系成立於2006年，是一所學習藝術、工藝與設計的創作科系，顧名思義以材質為根本，透過物材質主客觀的結合，具備基本的運用能力，以培養並發展出具獨特性的創作表現。應用音樂學系成立於2002年，為少數以「應用」為名之音樂科系，培養符合世界趨勢之人才，運用音樂藝術結合數位科技的轉化，帶動學術與市場同步脈動。藝術史學系成立於2003年，係以藝術史學為專業主體，並兼重文物修復與博物館學之基礎訓練，以培養兼具藝術史學、文物保存維護以及博物館蒐藏管理與展示能力之基礎人才為目標。
111,公立,一般大學,0035,國立臺南藝術大學,日間,碩士班,185,0,169,8,91.71,本校創校之初即是以招收研究生為主。教學領域完整，共有五個學院12個碩士班。在專業師資及藝術環境薰陶下，在藝術創作及研究領域中，已培養許多傑出藝術專業人才。本校致力於推展人文藝術與科技整合可能性，與國內數位科技產業進行異業結盟，積極展現本校各藝術專業之創作實力，更不斷透過創作與研究之專業，協助地方進行文化復建與凝聚在地人文意識，並透過各種藝術交流活動與國際接軌。   音樂學院以演奏和研究為主，課程涵蓋傳統與世界多元音樂型態，兼顧演奏、理論與研究；視覺藝術學院各系所依創作題材而明顯區分，有建築藝術、應用藝術、造形藝術等，各有其發展重點；音像藝術學院為我國首創，包含電影、電視、動畫、多媒體藝術及AR/VR互動媒體；文博學院以整合文博理論與實務為發展方向，有藝術史評、博物館學及古物維護等方向；元宇宙學院亦為全國首創，發展重點在音樂與聲響人工智慧、沈浸式聲響設計及多媒體裝置藝術等方向。
111,公立,一般大學,0035,國立臺南藝術大學,在職,碩士班,20,0,15,0,75.00,(1)為提昇中小學音樂教師、各類樂團演奏者與愛好民族音樂學學習者的專業素質，培育民族音樂學高級專業人才，提供終身學習環境，特針對在職人士提供結合理論與實務之民族音樂學專業課程，於2003年成立「民族音樂學研究所在職專班」，藉由民族音樂學理論，以文化的角度來審視全球各民族的音樂，使其能有更豐富、更宏觀的音樂能力回到其工作崗位或面臨新的社會環境，落實在職專班實務應用之能力。   (2)近年來臺灣文化創意產業在民間及政府的全力推動下，可望成為華文世界創意產業的樞紐平台，也直接或間接帶來更多元的機會與挑戰。鑑於這些變化與發展，本校於2019年新成立「高階藝術管理碩士在職學位學程」，以培育優秀的藝術管理人才，以藝術行政、高階管理與相關法律活用訓練為三大主軸，有系統地帶領學生在藝術管理、行銷規劃、財務分析、法律保護運用等方面發展，創造理論與實務並重的一流藝術管理研究環境。
111,公立,一般大學,0035,國立臺南藝術大學,日間,博士班,12,0,12,2,100.00,(1)本校於2003年成立全國第一個「藝術創作理論研究所博士班」，以培養創作與理論兼備之藝術類專業人才為目標，也是臺灣藝術高等教育中第一個成立兼顧理論學習與實務訓練的研究所，所開設之課程則涵蓋完整的藝術創作與理論之個別指導與合班研討，使博士生能有系統地發展個人研究方向與主題，逐步建構具體的研究成果。    (2)有鑑於國家政策在文化資產研究保護與重建臺灣藝術史上的推動，本校已奉准2020年設立「藝術史學系藝術史評與古物研究博士班」，以培育國家文化發展上急需的藝術作品與資產研究詮釋、調查、品鑑分級等專業人士。    (3)另本校奉准2021年設立「博物館學與古物維護研究所博士班」，以培養國家文化藝文管理人才，期許學生具備批判性思考、邏輯性研究、科學性方法的專業，以助於提升國內博物館學與古物維護領域的專才。
111,公立,一般大學,0036,國立臺南大學,日間,學士班(含四技),927,1,829,32,89.87,本校自西元1899年創校至今，度過漫長悠久的118年，彙集臺灣人文與傳統之精髓，不斷與時俱進、創新多元，是一所鼓勵研究之教學型大學，為配合社會發展趨勢及在地化產業人才需求，逐漸擴大規模。除建校傳統之教育學院外，陸續成立人文與社會學院、藝術學院、理工學院、環境與生態學院，並於2016年成立管理學院，共6大學院21個學系。課程設計除核心課程外，積極辦理產學合作，培育其實務專業，同時為豐富課程內容，另設有五大領域之通識課程及大師講堂，並設有國際交換生制度，鼓勵學生拓展國際視野。此外本校設置師資培育中心，培育學前教育、國民小學、特殊教育師資，並開設中等教育學程「綜合活動學習領域」、「藝術與人文學習領域(音樂、美術、表演)」、輔導加註及英語加註等師資職前課程。本校學術研發質量俱增，在校生於各領域發展十分良好，近年來常獲得國際性競賽的肯定，通過科技部大專生參與專題研究計畫補助，並通過研究創作獎勵等。
111,公立,一般大學,0036,國立臺南大學,進修,學士班(含四技),65,0,43,0,66.15,本校進修學士班:1.為服務綠色產業領域之人才培育之需求，業經教育部核定自107學年度起恢復綠色能源科技學系進修學士班之招生，以營造產學合作之互利環境。2.另透過英語進修之推廣教育與配合社會及產業需求，提供進修管道以培育公民營企業之英、外語人才，業經教育部核定自108學年度起恢復英語學系進修學士班之招生，以厚植民眾接觸英語的能量，全力提升民眾學習英語的風氣，充分發揮「全球在地化、地方全球化」。
111,公立,一般大學,0036,國立臺南大學,日間,碩士班,437,0,352,14,81.15,本校學士班有21個學系，為培養優秀的研究人才，另設有26個碩士班，涵跨教育、人文、藝術、理工、環境生態、管理等六大專業領域，課程規劃上除各系所傳統核心課程外，力求課程設計實務多元，重視各課程之間的連貫性及理論實務的兼籌並顧，使具有完整連貫之專業學能，並培養能自我學習、獨立研究開創能力，以應變高度發展、劇烈變化之社會。近年來為配合社會趨勢與產業的需求，碩士班逐步整併，並整合課程內容以符合學生未來就業或繼續深造之需求。
111,公立,一般大學,0036,國立臺南大學,在職,碩士班,266,0,211,0,79.32,本校各進修碩士班制已從過往「教學碩士班」逐漸轉型為「碩士在職專班」，並開設教育、人文、藝術、理工、環境與生態、管理等六大領域之碩士進修班別，以滿足社會大眾對碩士在職進修的需求。課程設計上以實務導向為主，開發研究為輔，強化各課程與產業界的實務連結及整體趨勢的連貫性，並配合社會企業之真正需求，使其具備能自我批判思考、勇於挑戰創新之能力。
111,公立,一般大學,0036,國立臺南大學,日間,博士班,24,0,24,0,100.00,本校設有6個博士班，分別為「教育學系課程與教學博士班」、「教育學系教育經營與管理博士班」、「教育學系測驗統計博士班」、「特殊教育學系博士班」、「數位學習科技學系博士班」、「電機工程學系博士班」。各系所博士班成立目標皆在有系統的培養各領域研究人員與實務人才，課程規劃除穩固根基的系統化理論課程外，並開設有實務課程，與產業界進行產學合作，另建立國內外學術研究合作社群，透過國際性學術交流，增進國際視野與研究動能，使其具備研究與實務的進階專業素養，以培育能批判反思並可自行研發之全方位高階實務專業人才。
111,公立,一般大學,0037,國立臺北教育大學,日間,學士班(含四技),768,0,749,25,97.60,大學部設有教育學院、人文藝術學院、理學院等3個學院，共16個學系，深耕教育專業技能培能人才無數，榮獲教育部核定師資培育公費生，並設有卓越師資獎學金名額。本校教育學院是培育小學、幼教、特教師資、教育經營及心理諮商師的重要搖籃，也是栽培出全臺最多小學校長、教師的優質學府；人文藝術學院在深耕人文專業、滋養藝術設計與創意氛圍下，培養出具備多元思辨與美感之文創人才，從專業中創造價值，從創意中激發卓越。而理學院則領航數學教育、科學教育，發展數位學習、玩具遊戲設計和運動休閒產業，成為培育產學合作的重要生力軍。
111,公立,一般大學,0037,國立臺北教育大學,日間,碩士班,428,2,389,43,92.11,本校有23個碩士班，多元系所選擇，教育學院、人文藝術學院、理學院系所齊備。教育學院是培育小學、幼教、特教師資、文教法律、課程教學及心理諮商師的重要搖籃，也是栽培出全臺最多小學校長及教師的優質學府；人文藝術學院在深耕人文專業、滋養藝術設計與創意氛圍下，培養出具備多元思辨與美感之文創人才，從專業中創造價值，從創意中激發卓越。而理學院則領航數學教育、科學教育，發展數位學習、玩具遊戲設計和運動休閒產業，成為培育產學合作的重要生力軍。另新設3個學位學程，主要招收國外學生，其中有2班學位學程以全英語授課。
111,公立,一般大學,0037,國立臺北教育大學,在職,碩士班,388,0,364,0,93.81,本校碩士在職專班結合教育學院、人文藝術學院、理學院之專業領域，提供職場在職人士終身學習機會，掌握產業發展趨勢及實務經驗輔以深厚理論基礎，落實學用合一，拓展職場人際網絡，提升進修人士專業職能素養與國際競爭能量。
111,公立,一般大學,0037,國立臺北教育大學,日間,博士班,23,0,23,0,100.00,5個博士班畢業生就業率近100%【教育經營與管理學系教育政策與管理博士班】以教育政策與管理為研究領域的博士班，強調教育研究與教育實踐的結合，培育理論與實務兼具博士，畢業發揮所學獲得更高升遷成就【課程與教學傳播科技研究所博士班】由課程與教學及教育傳播與科技二研究所整合而成，致力研發本土情境課程、教材及數位教學資源【自然科學教育學系博士班】結合領域專家學者，共同發展科學科技教育相關研究，培育科學教育發展根基初等科學教育學術研究人才，將科學涵養紮根於學習開端的研究【藝術與造形設計學系藝術跨域整合博士班】發展特色為藝術與各相關領域間的跨域整合、國際著名客座教授與本地教授共同教學、學生並將在系所及學校協助之下前往國外學習或實習兩個學期【語文與創作學系國際華語文教育博士班】109學年度設立，以國際華語師資需要為導向，發展國際推廣的華語師資課程。以華語文特色課程為導向，培養理論與實務兼備之高階華語文人才
111,公立,一般大學,0039,國立臺中教育大學,日間,學士班(含四技),766,1,691,38,90.78,教育學院以師資培育為本，以傳承本校百年師培精神，在教育創新以及AI、新興科技教育的新時代，培育跨域創新的師資人才為教育目標，打造成為全國國民小學、幼兒教育、特殊教育等各類科師資培育領導地位。人文學院有語文領域之語文教育學系、台灣語文學系、英語學系，藝術方面之音樂、美術學系及諮商與應用心理學系、區域與社會發展學系，學術領域多元豐富，各系學士班蓬勃發展，各有特色，學生學習成效優異，就業情形良好。理學院大學部設有數學教育學系、科學教育與應用學系、資訊工程學系及數位內容科技學系等，涵蓋數學、科學和科技領域。除國小數理師資培育與學習科技研發，且結合資訊和數位內容領域，使教學擴展至創意科技應用發展。管理學院學士班經由理論講解、推演及進行實務操作、體驗課程，並採多模組專業化訓練，精進專業技能，以培育具有國際視野、文化素養及創新思維之文化創意產業、國際企業經營領域實務運作專門人才。
111,公立,一般大學,0039,國立臺中教育大學,日間,碩士班,303,0,270,14,89.59,教育學院以發展多元專業領域為目標，培養研究生具備教育研究、輔助科技、早期療育研究、運動科學、測驗統計、教育資訊等專業能力。並藉由與業界知名人士、國際知名學者進行對話和經驗分享，培養研究生具備國際視野及科技應用之能力。人文學院自107學年度起，各學系均設置碩士班，提供學生一貫之大學、碩士之完整學習管道，提升學生學術領域之專業知能，培養學生各類研究方法及論文寫作之能力；本院各碩士班學術領域多元，發展深具特色。理學院各碩士班旨在培養具備研究潛能、專長特色和就業所需職能的學生，也重視各系教學和研究能量的提升，藉結合優良教師專業，爭取各項計畫及產學合作，建立研究團隊，以創造優勢，進而放眼未來，與世界潮流接軌。管理學院碩士班課程以理論兼具實務為導向，以歸納演繹思維為策略，輔以實務個案探討、實作剖析，以培育學術研究及實務實踐兼具之經營管理人才，範疇涵蓋文化創意、觀光遊憩、國際企業經營及高等教育產業領域。
111,公立,一般大學,0039,國立臺中教育大學,在職,碩士班,273,0,239,0,87.55,教育學院以提供現職教師或社會人士在職進修管道為設立宗旨、培育具前瞻性及國際化之人才為目標，成立兼具教學品質與特色的在職研究所。並致力培育具有國際視野、邏輯思考、解決問題能力，以及人文素養之傑出專業人才。人文學院有語文教育學系、區域與社會發展學系、美術系及諮商與應用心理學系設置碩士在職專班，多年來提供在職教師、社會人士學術進修的管道，有效提升在職人士之專業知能，回饋其服務單位，辦學極具特色與成效。理學院碩士在職專班，涵蓋數學教育、科學教育、環境教育及管理與數位內容科技等領域，規劃夜間班或暑期班，提供國小教師、政府機關從業人員、已就業人士業餘專業進修之最佳選擇。管理學院碩士在職專班提供整合性進階管理課程，建立跨領域結盟的交流平台，透過多樣化及跨領域的學習加強策略性決策能力，透過個案教學提升高階經理人解決問題的能力，以培育具全球視野的卓越領導人才為發展目標。
111,公立,一般大學,0039,國立臺中教育大學,日間,博士班,16,0,16,0,100.00,1.本校教育學系具備學士、碩士、博士連貫性的培育管道，形成一完整學制體系，有系統地培養具備獨立思考及研究能力的教育專業人才。2.教育資訊與測驗統計研究所為亞洲第一所「教育測驗、評量與統計專業學術研究機構」，開啟栽培測驗統計學術人才之先河，並成立具有學術特色的研究團隊，以提升教育議題的研究能力以及國際學術的曝光度，發展成為臺灣智慧型學習科技之重鎮。3.語文教育學系博士班，是全國第一所、也是唯一的語文教育博士班；同時，連結學士班及碩士班，成為一所具完整學制、三級一貫的語文教育專業人才培育系所。為深化學生研究與分析能力，規劃「語文教育理論類」與「語文教學實務類」課程，藉由學理探討語文教學議題與分析語文教學現象。在精進語文教學理論與實務能力後，有利於畢業後的職涯發展，除可於學術界外，也可選擇投入業界，從事文教事業的教學與管理。
111,公立,技專校院,0042,國立澎湖科技大學,日間,五專,30,0,11,0,36.67,本校為涵蓋⽔產、⼯業、觀光、資訊、管理及⼈文等類別以海洋產業教育為主的綜合性科技⼤學，設有⼈文暨管理、觀光休閒及海洋資源暨⼯程等三個學院，為臺灣海峽上第⼀所  ⼤學亦是唯⼀離島型態的科技⼤學，以成為「親島嶼產業教學型科技⼤學」為⽬標。本系科以『能源』與『⾃動控制』為系科課程本位之⼆⼤發展主軸，並與『風光能源與智慧電網應⽤』為系科發展特⾊，培育兼具⼯業控制與綠能產業的設計、規劃、組裝、運轉、維護所須具備的技能，訓練出企業即時可⽤的⼈才，達到產學無縫接軌、學習即實習、畢業即就業的⽬標。本系科除五專部以外，還有四技及研究所，提供未來五專學⽣進⼀步的升學管道。
111,公立,技專校院,0042,國立澎湖科技大學,日間,學士班(含四技),636,0,513,8,80.90,本校以澎湖地區海洋島嶼資源與觀光休閒特⾊以及學校師資與既有資源的客觀環境，建構出以「教學為主、研究為輔的教學型科技⼤學」、「重視實務教學、落實職業⽣涯準備教育之科技⼤學」、「重點發展地區特⾊的社區型科技⼤學」及「⼩⽽美的精緻型科技⼤學」為學校定位。透過各項招⽣入學管道如⾼中⽣申請、⾝⼼障礙、外國⽣、僑⽣、陸⽣、甄選入學及聯合登記招收不同領域及類別之學⽣，呈現出學校之多元化及國際化特⾊。   為突顯校內各系之教學領域特  ⾊，於招⽣甄試食增加⾯試及實務操作，已達到實際選才並使學⽣能善盡所學，創造雙贏之局⾯。
111,公立,技專校院,0042,國立澎湖科技大學,進修,學士班(含四技),93,0,51,0,54.84,本校四技進修部以澎湖產業與社區人文特色，整合在地觀光、資訊、管理及人文等領域之專業資源，配合地區社會實際需要，由各學院系所師資、設備完整且具發展特色之優良者，規劃辦理在職進修、選讀教育，提供因工作或事業、家庭因素無法修讀大學學位之高中、高職及專科畢業人士，修讀學士學位之機會，以達到高等教育在職進修功能，學校與社區間資源共享、人才共用的辦學目標，並藉此提升澎湖地區人力資源素質，厚植海洋產業升級基礎。
111,公立,技專校院,0042,國立澎湖科技大學,日間,碩士班,49,0,37,0,75.51,本校為涵蓋⽔產、⼯業、觀光、資訊、管理及⼈文等類別以海洋產業教育為主的綜合性科技⼤學，設有⼈文暨管理、觀光休閒及海洋資源暨⼯程等三個學院，為臺灣海峽上第⼀所  ⼤學亦是唯⼀離島型態的科技⼤學，以成為「親島嶼產業教學型科技⼤學」為⽬標。本校配合澎湖離島的地⽅特⾊，以觀光遊憩、海洋⽔產及綠⾊能源為發展主軸，積極推動⽔產養殖、海洋⽣態、食品加⼯、綠能產業、風能發電、觀光休閒、餐飲旅遊、海洋運動等產業研發，並結合管理科學與遠距資訊應⽤，並導入外來技術服務與資源，以協助澎湖地⽅產業、經濟與文化之提升，並且強化本校教學與實務之聯   結，同時與國內外等多所⼤學簽訂策略結盟，未來可藉此管道進⾏學術交流，精進學⽣的就業競爭⼒，以培育出優質的產業經營實務⼈才。
111,公立,技專校院,0042,國立澎湖科技大學,在職,碩士班,24,0,24,0,100.00,本校為涵蓋水產、工業、觀光、資訊、管理及人文等類別以海洋產業教育為主的綜合性科技大學，設有人文暨管理、觀光休閒及海洋資源暨工程等三個學院，為臺灣海峽上第一所大學亦是唯一離島型態的科技大學，配合澎湖離島的地方特色，以觀光遊憩、海洋水產及綠色能源為發展主軸，結合管理科學與遠距資訊應用，並導入外來技術服務與資源，以協助澎湖地方產業、經濟與文化之提升，並且強化本校教學與實務之聯結，同時與國內外等多所大學簽訂策略結盟，未來可藉此管道進行學術交流，以培育出優質的在地產業經營人才，拉近與臺灣本島之教育落差，以成為「親島嶼產業教學型科技大學」為目標。
111,公立,技專校院,0043,國立勤益科技大學,進修,二專,242,0,93,0,38.43,一、本校於87年成立專科進修學校，招收二專學生，提供優良在職進修回流教育管道。二、積極推展終身學習之精神，落實技職體系產官學合作之教育目標，提高學生職業倫理道德為職志，以期符合國內產業所需，培育更多實務與理論並重之優秀人才，提升學生專業及職能之競爭力。三、為增加學生就讀人數，比照其他國立學校多元入學方式，調整為甄選及申請入學二種方式，提昇回流教育及終身學習績效。
111,公立,技專校院,0043,國立勤益科技大學,日間,學士班(含四技),1344,4,1406,106,100.00,一、本校以人才培育及技術研發為目標，著重培養金匠人才，並以工程電資為用，管理人文為本之跨領域整合，結合國內相關產官學研等單位共同發展關鍵技術研發及人才培育，透過導入企業資源、業師人力並考量產業實際需求規劃實務課程，讓學生能學習到產業即時的技術與知識，使產學達到無縫接軌。  二、本校日間部四技有19個招生系組，分別為機械工程系、電機工程系、電子工程系(積體電路與系統應用組、網路多媒體暨遊戲機組、智慧機器人組)、資訊工程系、化工與材料工程系、冷凍空調與能源系(環境控制組、能源應用組)、工業工程與管理系、景觀系、企業管理系、資訊管理系、流通管理系、健康產業與科技研發與管理系、應用英語系、文化創意事業系、智慧自動化工程系、人工智慧工程系等。
111,公立,技專校院,0043,國立勤益科技大學,日間,二年制大學(二技),31,0,17,0,54.84,本校日間部二技學制招生系為電子工程系，電子工程系旨在培育學生能在積體電路與系統應用學程、網路多媒體暨遊戲機學程、智慧機器人學程等各領域學有專精並成為產業界所需之科技、技術人才。本系結合國內相關產官學研等單位共同發展關鍵技術研發及人才培育，透過導入企業資源、業師人力並考量產業實際需求規劃實務課程，藉此提昇學生創作與實作之能力。
111,公立,技專校院,0043,國立勤益科技大學,進修,學士班(含四技),949,0,825,0,86.93,一、本校自105學年度起進修部四技改為獨立招生，現有11系科(組)招收進修部四技學生，提供優良的學習管道。二、著重落實學術與實用的務實教學，由操作中強化學生學習成效與專業知能，本校鼓勵學生參加專業技能檢定，深化學生專業技能。
111,公立,技專校院,0043,國立勤益科技大學,進修,二年制大學(二技),206,0,208,0,100.00,一、本校於89年招收二技學生，以申請入學方式辦理，提供優良的學習管道。二、著重落實學術與實用的務實教學，由操作中強化學生學習成效與專業知能，本校鼓勵學生參加專業技能檢定，深化學生專業技能。
111,公立,技專校院,0043,國立勤益科技大學,日間,碩士班,267,0,240,31,90.94,本校於每學年度上、下學期分別辦理甄試招生及一般生招生，共有13系所參加碩士班招生，分別為：機械工程系、電機工程系、電子工程系、資訊工程系、化工與材料工程系、冷凍空調與能源系、工業工程與管理系、景觀系、企業管理系、資訊管理系、流通管理系、休閒產業管理系專案管理碩士班、文化創意事業系。本校碩士班結合國內相關產官學研等單位共同發展關鍵技術研發及人才培育，透過導入企業資源、業師人力並考量產業實際需求規劃實務課程，讓學生能學習到產業即時的技術與知識，使產學達到無縫接軌。此外，配合本校「一貫修讀學碩士學位辦法」，本校大學部應屆畢業生，如對於學術研發領域具有興趣，可申請逕修讀方式，進入本校研究所碩士班繼續深造。
111,公立,技專校院,0043,國立勤益科技大學,在職,碩士班,144,0,123,0,85.42,一、本校於95學年度開始招收碩士在職專班學生；本學年度共有10系所招收碩士在職專班學生，提供在職人士進修學習的管道。二、本校碩士在職專班符合社會在職學生進修之需求，亦提供產業界專業人士再進修機會，讓在職學生與社會人士皆能有多元管道來提升自我專業的知能，並可藉此互通產業界資訊及學術新知。
111,公立,技專校院,0043,國立勤益科技大學,日間,博士班,9,0,8,4,92.31,本校於101學年度起成立「精密製造科技研究所」博士班，共招收3名。本校博士班結合國內相關產官學研等單位共同發展關鍵技術研發及人才培育，透過導入企業資源、業師人力並考量產業實際需求規劃實務課程，讓學生能學習到產業即時的技術與知識，使產學達到無縫接軌。108學年度起另獲教育部核定本校開設【智慧機械與智慧製造產業博士學位】及【前瞻電資科技產業博士學位】學程，共招收6名產業博士，旨在培育實務型研發人才。
111,公立,一般大學,0044,國立體育大學,日間,學士班(含四技),350,0,349,15,99.73,本校學士班學制共有陸上運動技術學系、球類運動技術學系、技擊運動技術學系、運動保健學系、體育推廣學系、適應體育學系、休閒產業經營學系等七系。
111,公立,一般大學,0044,國立體育大學,在職,二年制大學(二技),50,0,43,0,86.00,配合教育部推廣回流教育政策，設「二年制在職進修專班」，針對專科畢業之在職人士，提供結合體育理論與實務之學程，強化高等教育之在職進修功能，進而達到終身學習與推廣全民運動之目的。
111,公立,一般大學,0044,國立體育大學,日間,碩士班,134,0,132,5,98.56,本校碩士班學制共有競技與教練科學研究所、運動科學研究所、運動保健學系、體育研究所、體育推廣學系、適應體育學系、國際體育事務碩士學位學程、休閒產業經營學系、國際運動教練科學碩士學位學程等九所。
111,公立,一般大學,0044,國立體育大學,在職,碩士班,82,0,82,0,100.00,本校分為競技學院、運動與健康科學學院、體育學院、管理學院，碩士在職專班旨在培養體育相關領域之實務人才，使具備體育相關領域之實務知能；培養瞭解體育相關事務之方法，使具備處理體育相關事務之能力；培養體育學術研究方法之能力，使具備體育相關領域之研究能力。
111,公立,一般大學,0044,國立體育大學,日間,博士班,21,0,21,2,100.00,本校博士班學制共有競技與教練科學研究所、運動科學研究所、體育研究所、國際運動管理與創新博士學位學程等四所。
111,公立,技專校院,0046,國立臺北護理健康大學,日間,學士班(含四技),551,2,530,24,96.68,一、發展成效：107-110學年度註冊率均達93.38%以上。 二、發展特色：本校以培育全方位的健康照護專業服務人才為目標，課程規劃特別重視專業知能與實務能力結合，並進行多元能力之培育。 三、各學院系發展內容： 1.護理學院強調以人為核心的健康照護，培養具有效溝通和團隊合作、研發創新之能力，且具有關懷助人之敬業精神，展現批判性思考、實證照護以及管理領導的能力，並能善用科技與資源之優秀專業人才，以符合我國健康照護體系就業市場所需之醫護專業人力。 2.健康科技學院強調整合「健康」、「科技」、「管理」與「服務」四大理念，培育健康事業經營管理、健康照護資訊管理、休閒旅遊健康管理及語言治療與聽力之健康科技領域人才。 3.人類發展與健康學院強調人從出生到學齡前皆涉及嬰幼兒保育之專業，從幼兒直到老年中間之健康促進則有賴於運動保健之專業來維護人類的健康，當老年到死亡則涉及到生死教育與輔導之專業。
111,公立,技專校院,0046,國立臺北護理健康大學,日間,二年制大學(二技),428,0,414,3,96.75,一、發展成效：107-110學年度註冊率均值93.66%。二、各系發展內容及特色：1.護理系：課程著重多元發展與規劃，並實施以能力為導向的課程，融入客觀性臨床技能測驗(OSCE)為能力鑑定，以培育符合產業界需求的專業護理人才。2.助產系：課程以婦女各生命週期為主體的概念設計，提供完整的助產專業照護訓練，以培育臨床或社區所需之助產及婦女健康照護人才。3.醫教系：培育具備醫護知識之數位教材製作人才與學習科技應用人才，使學生具備醫護教材製作與數位學習科技應用的能力。4.健管系：提供健管核心職能，亦可依個人生涯規劃選修學程，並與全國各大健康事業機構產學合作，以培養健康事業機構管理人才。5.長照系：強化實作能力，並以「做中學、學中做」的培育理念與精神，使之與產業接軌，以培育長期照護產業所需之專業核心實務人才。6.幼保系：旨在培養理論與實務能力兼備，具邏輯、省思、關懷及創新能力之嬰幼兒教保專業人才。
111,公立,技專校院,0046,國立臺北護理健康大學,進修,二年制大學(二技),265,2,231,0,87.83,一、發展成效：107-110年度註冊率均值94.06%。 二、發展特色：本校護理系護理博士師資居全國之冠，發展出與護理實務銜接的課程，並設有就業學程及推動雙聯學制課程，充份展現與國際專業護理接軌同步發展的決心。而本校健管系則是利用產業與教學的連結培育「健康照護管理」及「健康事業經營」中基層專業管理人才，提升學生在就業市場的競爭力。 三、各系發展內容：1.護理系設有國內護理系最多之選修課程。除涵蓋一般護理系必修之專業科目外，更開設相關護理專業模組選修科目，滿足學生多元興趣，增進特殊族群健康議題的知能，加強未來就業目標之追求，以因應市場人才需求。2.健管系課程內容除包括健康事業管理必修科目外，更與相關機構合作開設四類就業學程。同時為提供優良的環境，建立本系特色，另設有二中心一雲端等三個專業研究室，包括:典範科大雲端自學中心、健康環境研究室及健康資料分析智庫中心，進而提升研究水準及學生之競爭力。
111,公立,技專校院,0046,國立臺北護理健康大學,日間,碩士班,181,0,178,17,98.48,一、發展成效：107-110學年度註冊率均達95%以上。 二、發展特色：積極建構從出生到死亡的健康照護模式，並在現有的醫護專業基礎上，發展優質教學環境、拓展國際合作、以及強化全人教育之學習環境。 三、各所發展內容： 1. 護理：培育領導、教育與研究的高階護理人才，及中西醫結合護理之人才。 2. 助產：培育婦女生命週期中所需之健康照護人才。 4. 醫教：培育醫療院所高階臨床教師人才。 5. 健管：培育優秀的健康事業管理專業人才。 6. 資管：培育理論與實務並重及符合時勢所趨之專業資訊人才。 7. 休健：培養具觀光休閒與健康促進之跨領域人才。 8. 長照：培育長期照護各領域的實務應用管理人才。 9. 聽語：培育專業的語言治療師、聽力師及聽語研究人才。 10. 幼保：培養嬰幼兒教保教學、行政、推廣等專業人才。 11. 運保：培育運動保健專業人才。 12. 生諮：培育生死關懷與諮商的進階專業人才。
