學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,學期間退學人數-小計,學期間退學人數-因成績不佳或曠課時數過多,學期間退學人數-因操行成績,學期間退學人數-因志趣不合,學期間退學人數-因休學逾期未復學,學期間退學人數-因懷孕,學期間退學人數-因育嬰,學期間退學人數-因傷病,學期間退學人數-因工作需求,學期間退學人數-因經濟困難,學期間退學人數-因生涯規劃,學期間退學人數-其他(不含死亡)
110,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),男,1,0,0,0,0,0,0,0,0,0,0,0,0
110,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),女,353,8,0,0,5,2,0,0,0,0,0,0,0
110,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),女,1,0,0,0,0,0,0,0,0,0,0,0,0
110,1,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),男,7,0,0,0,0,0,0,0,0,0,0,0,0
110,1,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),男,6,0,0,0,0,0,0,0,0,0,0,0,0
110,1,公立,技專校院,0221,國立臺南護理專科學校,五專,男,163,2,0,0,1,0,0,0,0,0,0,1,0
110,1,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),女,92,3,0,0,1,1,0,0,1,0,0,0,0
110,1,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),女,17,0,0,0,0,0,0,0,0,0,0,0,0
110,1,公立,技專校院,0221,國立臺南護理專科學校,五專,女,1641,16,1,0,8,7,0,0,0,0,0,0,0
110,1,公立,技專校院,0222,國立臺東專科學校,二專(日間),男,407,33,0,0,16,9,0,0,0,1,1,2,0
110,1,公立,技專校院,0222,國立臺東專科學校,二專(進修),男,65,5,0,0,0,4,0,0,0,1,0,0,0
110,1,公立,技專校院,0222,國立臺東專科學校,五專,男,127,9,0,0,3,5,0,0,0,0,0,1,0
110,1,公立,技專校院,0222,國立臺東專科學校,二專(日間),女,166,9,0,0,5,4,0,0,0,0,0,0,0
110,1,公立,技專校院,0222,國立臺東專科學校,二專(進修),女,51,4,0,0,0,2,1,0,0,0,0,0,0
110,1,公立,技專校院,0222,國立臺東專科學校,五專,女,139,12,0,0,5,4,0,0,0,1,0,1,0
110,1,私立,一般大學,1001,東海大學,學士班(日間),男,5830,239,45,0,101,80,0,0,3,4,1,5,0
110,1,私立,一般大學,1001,東海大學,學士班(進修),男,209,19,0,0,7,10,0,0,0,0,0,2,0
110,1,私立,一般大學,1001,東海大學,碩士班(日間),男,631,35,2,0,2,24,0,0,0,3,0,3,0
110,1,私立,一般大學,1001,東海大學,碩士在職專班,男,380,35,3,0,1,24,0,0,0,3,0,3,0
110,1,私立,一般大學,1001,東海大學,博士班,男,152,8,4,0,0,4,0,0,0,0,0,0,0
110,1,私立,一般大學,1001,東海大學,學士班(日間),女,7317,231,18,0,133,68,0,0,1,1,1,8,1
110,1,私立,一般大學,1001,東海大學,學士班(進修),女,195,13,0,0,3,8,0,0,0,0,0,1,1
110,1,私立,一般大學,1001,東海大學,碩士班(日間),女,669,31,4,0,3,17,0,0,0,2,0,4,1
110,1,私立,一般大學,1001,東海大學,碩士在職專班,女,383,16,1,0,0,10,0,0,0,1,0,4,0
110,1,私立,一般大學,1001,東海大學,博士班,女,101,3,2,0,0,1,0,0,0,0,0,0,0
110,1,私立,一般大學,1002,輔仁大學,學士班(日間),男,7282,238,1,0,99,102,0,0,0,2,0,8,0
110,1,私立,一般大學,1002,輔仁大學,學士班(進修),男,1567,96,2,0,26,36,0,0,0,7,1,2,0
110,1,私立,一般大學,1002,輔仁大學,碩士班(日間),男,799,54,4,0,2,32,0,0,0,3,1,3,0
110,1,私立,一般大學,1002,輔仁大學,碩士在職專班,男,553,27,1,0,0,16,0,0,1,1,0,2,0
110,1,私立,一般大學,1002,輔仁大學,博士班,男,228,13,1,0,0,9,0,0,0,0,0,0,0
110,1,私立,一般大學,1002,輔仁大學,學士班(日間),女,10469,243,1,0,106,111,0,0,0,1,3,8,0
110,1,私立,一般大學,1002,輔仁大學,學士班(進修),女,2554,139,3,0,48,59,0,0,3,4,0,4,0
110,1,私立,一般大學,1002,輔仁大學,碩士班(日間),女,1170,68,3,0,1,52,0,0,0,0,2,4,0
110,1,私立,一般大學,1002,輔仁大學,碩士在職專班,女,939,35,2,0,0,23,0,0,1,1,0,0,0
110,1,私立,一般大學,1002,輔仁大學,博士班,女,199,9,1,0,1,5,0,0,0,0,0,1,0
110,1,私立,一般大學,1003,東吳大學,學士班(日間),男,4621,152,15,0,40,73,0,0,1,3,0,5,2
110,1,私立,一般大學,1003,東吳大學,學士班(進修),男,358,27,7,0,8,6,0,0,0,1,0,2,0
110,1,私立,一般大學,1003,東吳大學,碩士班(日間),男,587,23,4,0,1,12,0,0,0,1,0,2,0
110,1,私立,一般大學,1003,東吳大學,碩士在職專班,男,567,33,6,0,0,17,0,0,0,0,0,1,2
110,1,私立,一般大學,1003,東吳大學,博士班,男,70,1,0,0,0,0,0,0,0,0,0,0,0
110,1,私立,一般大學,1003,東吳大學,學士班(日間),女,7230,199,5,0,75,102,0,0,0,0,0,5,2
110,1,私立,一般大學,1003,東吳大學,學士班(進修),女,596,41,4,0,20,12,0,0,0,0,0,2,1
110,1,私立,一般大學,1003,東吳大學,碩士班(日間),女,730,29,9,0,1,18,0,0,0,0,0,0,0
110,1,私立,一般大學,1003,東吳大學,碩士在職專班,女,642,34,2,0,0,26,0,0,0,2,0,0,0
110,1,私立,一般大學,1003,東吳大學,博士班,女,57,2,0,0,0,2,0,0,0,0,0,0,0
110,1,私立,一般大學,1004,中原大學,學士班(日間),男,7180,176,6,0,62,82,0,0,2,2,0,1,0
110,1,私立,一般大學,1004,中原大學,碩士班(日間),男,937,34,3,0,1,19,0,0,0,1,2,1,0
110,1,私立,一般大學,1004,中原大學,碩士在職專班,男,528,21,3,0,0,14,0,0,0,1,0,0,0
110,1,私立,一般大學,1004,中原大學,博士班,男,244,11,0,0,0,8,0,0,0,1,0,0,0
110,1,私立,一般大學,1004,中原大學,學士班(日間),女,6478,131,2,0,56,56,0,0,2,2,2,2,0
110,1,私立,一般大學,1004,中原大學,碩士班(日間),女,675,25,2,0,2,16,0,0,0,2,0,0,0
110,1,私立,一般大學,1004,中原大學,碩士在職專班,女,378,12,2,0,0,7,0,0,0,1,0,0,0
110,1,私立,一般大學,1004,中原大學,博士班,女,109,3,0,0,0,3,0,0,0,0,0,0,0
110,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),男,10875,307,18,0,162,98,0,0,1,1,2,23,2
110,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),男,661,88,7,0,44,33,0,0,0,1,1,2,0
110,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),男,843,58,7,0,3,45,0,0,0,0,1,2,0
110,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,男,376,34,8,0,1,24,0,0,0,1,0,0,0
110,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,男,257,26,10,0,1,11,0,0,1,1,0,2,0
110,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),女,9888,254,3,0,154,79,0,0,3,0,1,14,0
110,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),女,485,67,1,0,41,20,0,0,0,2,0,3,0
110,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),女,685,36,3,0,4,22,0,0,0,0,0,7,0
110,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,女,347,16,6,0,0,8,0,0,0,1,0,1,0
110,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,女,117,4,3,0,0,0,0,0,1,0,0,0,0
110,1,私立,一般大學,1006,中國文化大學,學士班(日間),男,10196,433,6,0,212,95,0,0,2,9,13,3,24
110,1,私立,一般大學,1006,中國文化大學,學士班(進修),男,667,100,2,0,34,49,0,0,0,5,0,5,0
110,1,私立,一般大學,1006,中國文化大學,碩士班(日間),男,838,43,14,0,3,20,0,0,1,0,1,0,0
110,1,私立,一般大學,1006,中國文化大學,碩士在職專班,男,232,22,6,0,0,13,0,0,0,0,1,1,0
110,1,私立,一般大學,1006,中國文化大學,博士班,男,315,6,3,0,0,3,0,0,0,0,0,0,0
110,1,私立,一般大學,1006,中國文化大學,學士班(日間),女,10007,440,5,0,231,109,0,2,2,3,9,1,33
110,1,私立,一般大學,1006,中國文化大學,學士班(進修),女,930,97,1,0,24,58,0,0,2,5,0,3,0
110,1,私立,一般大學,1006,中國文化大學,碩士班(日間),女,744,30,2,0,3,13,1,0,0,2,1,0,2
110,1,私立,一般大學,1006,中國文化大學,碩士在職專班,女,384,23,3,0,1,12,0,0,3,2,0,2,0
110,1,私立,一般大學,1006,中國文化大學,博士班,女,190,4,3,0,0,1,0,0,0,0,0,0,0
110,1,私立,一般大學,1007,逢甲大學,學士班(日間),男,10121,234,4,0,94,18,0,0,2,2,0,13,0
110,1,私立,一般大學,1007,逢甲大學,學士班(進修),男,526,35,0,0,17,0,0,0,1,0,0,0,0
110,1,私立,一般大學,1007,逢甲大學,碩士班(日間),男,1078,44,1,0,4,5,0,0,0,2,0,0,0
110,1,私立,一般大學,1007,逢甲大學,碩士在職專班,男,669,27,1,0,2,5,0,0,0,1,0,1,0
110,1,私立,一般大學,1007,逢甲大學,博士班,男,300,10,0,0,2,1,0,0,1,1,0,0,0
110,1,私立,一般大學,1007,逢甲大學,學士班(日間),女,7200,133,0,0,84,7,0,0,0,1,1,3,0
110,1,私立,一般大學,1007,逢甲大學,學士班(進修),女,360,30,0,0,15,0,0,0,0,1,0,0,0
110,1,私立,一般大學,1007,逢甲大學,碩士班(日間),女,569,22,0,0,3,3,0,0,0,0,0,0,0
110,1,私立,一般大學,1007,逢甲大學,碩士在職專班,女,453,10,0,0,0,2,0,0,0,0,0,0,0
110,1,私立,一般大學,1007,逢甲大學,博士班,女,117,1,0,0,0,1,0,0,0,0,0,0,0
110,1,私立,一般大學,1008,靜宜大學,學士班(日間),男,4339,181,12,0,89,45,0,0,1,9,0,19,0
110,1,私立,一般大學,1008,靜宜大學,碩士班(日間),男,250,21,1,0,0,9,0,0,0,2,1,5,0
110,1,私立,一般大學,1008,靜宜大學,碩士在職專班,男,157,14,5,0,0,3,0,0,0,2,0,2,0
110,1,私立,一般大學,1008,靜宜大學,博士班,男,22,3,1,0,0,1,0,0,0,1,0,0,0
110,1,私立,一般大學,1008,靜宜大學,學士班(日間),女,6799,239,14,0,136,50,0,1,1,7,5,20,0
110,1,私立,一般大學,1008,靜宜大學,碩士班(日間),女,402,30,1,0,0,12,0,1,0,4,2,7,0
110,1,私立,一般大學,1008,靜宜大學,碩士在職專班,女,176,17,2,0,0,7,0,0,1,4,2,1,0
110,1,私立,一般大學,1008,靜宜大學,博士班,女,28,2,0,0,0,2,0,0,0,0,0,0,0
110,1,私立,一般大學,1009,長庚大學,學士班(日間),男,2553,81,3,0,65,9,0,0,0,0,0,3,0
110,1,私立,一般大學,1009,長庚大學,碩士班(日間),男,510,28,0,0,4,19,0,0,0,1,0,0,0
110,1,私立,一般大學,1009,長庚大學,碩士在職專班,男,94,7,0,0,0,3,0,0,0,2,0,0,0
110,1,私立,一般大學,1009,長庚大學,博士班,男,292,9,0,0,3,4,0,0,0,0,0,0,1
110,1,私立,一般大學,1009,長庚大學,學士班(日間),女,2683,80,1,0,69,7,0,0,0,0,0,3,0
110,1,私立,一般大學,1009,長庚大學,碩士班(日間),女,552,24,0,0,1,16,0,0,0,1,0,3,0
110,1,私立,一般大學,1009,長庚大學,碩士在職專班,女,95,5,0,0,0,4,0,0,0,1,0,0,0
110,1,私立,一般大學,1009,長庚大學,博士班,女,151,7,0,0,1,4,0,0,1,0,0,0,0
110,1,私立,一般大學,1010,元智大學,學士班(日間),男,4012,82,13,0,27,34,0,0,0,0,0,4,0
110,1,私立,一般大學,1010,元智大學,碩士班(日間),男,476,13,3,0,1,5,0,0,0,1,0,1,2
110,1,私立,一般大學,1010,元智大學,碩士在職專班,男,390,25,0,0,0,16,0,0,0,4,0,0,0
110,1,私立,一般大學,1010,元智大學,博士班,男,196,12,3,0,2,5,0,0,0,0,0,0,0
110,1,私立,一般大學,1010,元智大學,學士班(日間),女,3153,53,7,0,21,19,0,0,0,1,1,1,0
110,1,私立,一般大學,1010,元智大學,碩士班(日間),女,294,10,0,0,0,6,0,0,0,1,1,1,0
110,1,私立,一般大學,1010,元智大學,碩士在職專班,女,213,12,0,0,1,4,0,0,0,1,0,0,0
110,1,私立,一般大學,1010,元智大學,博士班,女,65,4,1,0,0,2,0,0,0,0,0,1,0
110,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),男,2725,232,24,0,101,43,0,0,6,19,5,3,13
110,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),男,288,41,1,0,19,8,0,1,0,5,1,0,1
110,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),男,183,25,4,0,0,13,0,0,1,3,1,0,1
110,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,男,89,9,2,0,0,5,0,0,0,2,0,0,0
110,1,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,男,55,4,2,0,0,1,0,0,0,1,0,0,0
110,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),女,1388,121,6,0,74,13,0,0,1,4,2,2,12
110,1,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),女,128,24,1,0,19,1,0,0,1,1,0,0,0
110,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),女,102,12,0,0,1,5,0,0,0,0,2,0,2
110,1,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,女,66,7,0,0,0,2,0,1,0,0,0,0,1
110,1,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,女,21,0,0,0,0,0,0,0,0,0,0,0,0
110,1,私立,一般大學,1012,大葉大學,學士班(日間),男,3018,200,2,0,89,73,0,0,0,3,3,5,0
110,1,私立,一般大學,1012,大葉大學,學士班(進修),男,215,32,0,0,6,19,0,0,0,1,0,2,0
110,1,私立,一般大學,1012,大葉大學,碩士班(日間),男,236,23,0,0,0,19,0,0,0,1,0,1,0
110,1,私立,一般大學,1012,大葉大學,碩士在職專班,男,82,11,1,0,0,7,0,0,0,0,0,0,0
110,1,私立,一般大學,1012,大葉大學,博士班,男,83,4,0,0,0,3,0,0,0,0,0,1,0
110,1,私立,一般大學,1012,大葉大學,學士班(日間),女,2620,127,0,0,74,39,0,0,1,1,3,2,0
110,1,私立,一般大學,1012,大葉大學,學士班(進修),女,199,17,1,0,2,8,1,0,0,1,0,0,0
110,1,私立,一般大學,1012,大葉大學,碩士班(日間),女,156,19,0,0,0,17,0,0,1,0,0,1,0
110,1,私立,一般大學,1012,大葉大學,碩士在職專班,女,134,11,0,0,0,9,0,0,0,1,0,0,0
110,1,私立,一般大學,1012,大葉大學,博士班,女,32,3,0,0,0,1,0,0,0,1,0,1,0
110,1,私立,一般大學,1013,華梵大學,學士班(日間),男,347,44,0,0,15,16,0,0,0,0,0,0,3
110,1,私立,一般大學,1013,華梵大學,碩士班(日間),男,74,8,0,0,0,6,0,0,0,0,0,0,1
110,1,私立,一般大學,1013,華梵大學,碩士在職專班,男,79,6,1,0,0,1,0,0,0,0,0,0,1
110,1,私立,一般大學,1013,華梵大學,博士班,男,31,2,0,0,0,2,0,0,0,0,0,0,0
110,1,私立,一般大學,1013,華梵大學,學士班(日間),女,321,26,1,0,12,8,0,0,0,0,0,0,1
110,1,私立,一般大學,1013,華梵大學,碩士班(日間),女,93,4,0,0,0,2,0,0,0,0,1,0,1
110,1,私立,一般大學,1013,華梵大學,碩士在職專班,女,111,5,0,0,1,3,0,0,0,0,0,0,0
110,1,私立,一般大學,1013,華梵大學,博士班,女,34,1,0,0,0,1,0,0,0,0,0,0,0
110,1,私立,一般大學,1014,義守大學,學士班(日間),男,6091,306,10,0,193,32,0,0,0,6,3,14,1
110,1,私立,一般大學,1014,義守大學,學士班(進修),男,665,72,0,0,23,14,0,0,0,4,0,2,0
110,1,私立,一般大學,1014,義守大學,碩士班(日間),男,200,9,0,0,0,3,0,0,0,0,1,0,1
110,1,私立,一般大學,1014,義守大學,碩士在職專班,男,221,20,1,0,0,5,0,0,0,1,1,0,0
110,1,私立,一般大學,1014,義守大學,博士班,男,107,4,1,0,0,1,0,0,0,1,0,0,0
110,1,私立,一般大學,1014,義守大學,學士班(日間),女,5970,251,6,0,176,31,0,0,2,6,3,6,3
110,1,私立,一般大學,1014,義守大學,學士班(進修),女,376,26,0,0,7,7,0,0,0,3,0,1,0
110,1,私立,一般大學,1014,義守大學,碩士班(日間),女,160,11,0,0,2,3,0,1,0,1,0,1,1
110,1,私立,一般大學,1014,義守大學,碩士在職專班,女,121,2,0,0,0,2,0,0,0,0,0,0,0
110,1,私立,一般大學,1014,義守大學,博士班,女,48,1,0,0,0,0,0,0,0,0,0,1,0
110,1,私立,一般大學,1015,世新大學,學士班(日間),男,3421,101,1,0,41,41,0,0,0,3,0,0,0
110,1,私立,一般大學,1015,世新大學,學士班(進修),男,218,17,0,0,7,5,0,0,0,0,0,2,0
110,1,私立,一般大學,1015,世新大學,碩士班(日間),男,273,30,1,0,1,24,0,0,0,1,0,0,0
110,1,私立,一般大學,1015,世新大學,碩士在職專班,男,337,27,0,0,0,22,0,0,0,0,0,1,0
110,1,私立,一般大學,1015,世新大學,博士班,男,45,4,0,0,0,3,0,0,0,0,0,1,0
110,1,私立,一般大學,1015,世新大學,學士班(日間),女,6096,159,1,0,96,55,0,0,0,1,0,3,0
110,1,私立,一般大學,1015,世新大學,學士班(進修),女,374,19,0,0,7,8,0,0,0,0,0,0,0
110,1,私立,一般大學,1015,世新大學,碩士班(日間),女,309,21,1,0,0,18,0,0,1,1,0,0,0
110,1,私立,一般大學,1015,世新大學,碩士在職專班,女,319,16,1,0,0,14,0,0,0,0,0,0,0
110,1,私立,一般大學,1015,世新大學,博士班,女,42,3,1,0,0,2,0,0,0,0,0,0,0
110,1,私立,一般大學,1016,銘傳大學,學士班(日間),男,6893,221,24,0,88,51,0,0,0,14,0,18,2
110,1,私立,一般大學,1016,銘傳大學,碩士班(日間),男,329,22,7,0,1,7,0,0,1,2,0,1,1
110,1,私立,一般大學,1016,銘傳大學,碩士在職專班,男,343,20,6,0,0,12,0,0,0,0,0,0,0
110,1,私立,一般大學,1016,銘傳大學,博士班,男,33,0,0,0,0,0,0,0,0,0,0,0,0
110,1,私立,一般大學,1016,銘傳大學,學士班(日間),女,10462,275,8,0,160,66,0,0,2,3,2,8,3
110,1,私立,一般大學,1016,銘傳大學,碩士班(日間),女,436,16,6,0,1,8,0,0,0,0,0,0,0
110,1,私立,一般大學,1016,銘傳大學,碩士在職專班,女,438,18,2,0,1,14,0,0,0,1,0,0,0
110,1,私立,一般大學,1016,銘傳大學,博士班,女,36,2,1,0,0,0,0,0,0,0,0,0,0
110,1,私立,一般大學,1017,實踐大學,學士班(日間),男,3452,207,19,3,97,63,0,0,1,0,0,7,2
110,1,私立,一般大學,1017,實踐大學,學士班(進修),男,567,57,6,1,25,13,0,0,0,3,0,0,0
110,1,私立,一般大學,1017,實踐大學,碩士班(日間),男,170,12,1,0,0,11,0,0,0,0,0,0,0
110,1,私立,一般大學,1017,實踐大學,碩士在職專班,男,42,8,4,0,0,2,0,0,0,0,0,1,0
110,1,私立,一般大學,1017,實踐大學,博士班,男,13,3,0,0,0,2,0,0,0,0,0,0,0
110,1,私立,一般大學,1017,實踐大學,學士班(日間),女,7130,323,26,4,187,80,0,1,4,2,1,6,0
110,1,私立,一般大學,1017,實踐大學,學士班(進修),女,1213,105,9,0,52,30,0,0,0,2,1,2,0
110,1,私立,一般大學,1017,實踐大學,碩士班(日間),女,213,14,2,0,1,7,0,0,0,2,0,0,0
110,1,私立,一般大學,1017,實踐大學,碩士在職專班,女,75,2,0,0,0,2,0,0,0,0,0,0,0
110,1,私立,一般大學,1017,實踐大學,博士班,女,19,0,0,0,0,0,0,0,0,0,0,0,0
110,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),男,4989,202,0,0,94,27,0,0,0,14,4,14,4
110,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),男,1051,120,0,0,55,34,0,0,0,2,0,2,0
110,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),男,321,23,0,0,3,8,0,0,0,3,1,2,1
110,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,男,152,8,0,0,0,2,0,1,0,1,0,0,0
110,1,私立,技專校院,1018,朝陽科技大學,博士班,男,72,2,0,0,0,1,0,0,0,0,0,0,0
110,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),女,6533,214,0,0,138,31,0,1,1,9,1,10,2
110,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),女,1020,98,0,0,34,37,0,0,0,9,0,1,1
110,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),女,292,24,0,0,0,7,0,0,2,7,0,2,0
110,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,女,187,13,0,0,0,9,0,0,0,1,0,0,1
110,1,私立,技專校院,1018,朝陽科技大學,博士班,女,38,1,0,0,0,1,0,0,0,0,0,0,0
110,1,私立,一般大學,1019,高雄醫學大學,學士班(日間),男,2199,103,2,0,57,37,0,0,0,0,0,2,1
110,1,私立,一般大學,1019,高雄醫學大學,碩士班(日間),男,233,19,0,0,0,16,0,0,0,0,0,0,0
110,1,私立,一般大學,1019,高雄醫學大學,碩士在職專班,男,87,6,2,0,0,3,0,0,0,1,0,0,0
110,1,私立,一般大學,1019,高雄醫學大學,博士班,男,151,9,4,0,1,3,0,0,0,0,1,0,0
110,1,私立,一般大學,1019,高雄醫學大學,學士班(日間),女,3048,118,5,0,67,43,0,0,0,1,0,0,0
110,1,私立,一般大學,1019,高雄醫學大學,碩士班(日間),女,521,25,1,0,2,19,0,0,0,1,0,0,0
110,1,私立,一般大學,1019,高雄醫學大學,碩士在職專班,女,121,7,0,0,0,4,0,0,0,0,1,1,0
110,1,私立,一般大學,1019,高雄醫學大學,博士班,女,168,9,1,0,2,5,0,0,0,0,0,0,0
110,1,私立,一般大學,1020,南華大學,學士班(日間),男,1986,162,34,0,57,52,0,0,3,2,1,3,6
110,1,私立,一般大學,1020,南華大學,學士班(進修),男,182,24,7,0,12,4,0,0,0,0,0,0,0
110,1,私立,一般大學,1020,南華大學,碩士班(日間),男,219,48,8,0,1,27,0,0,1,3,1,0,0
110,1,私立,一般大學,1020,南華大學,碩士在職專班,男,140,11,1,0,0,8,0,0,0,1,0,0,0
110,1,私立,一般大學,1020,南華大學,博士班,男,33,0,0,0,0,0,0,0,0,0,0,0,0
110,1,私立,一般大學,1020,南華大學,學士班(日間),女,2213,146,13,0,77,38,0,0,1,1,0,0,9
110,1,私立,一般大學,1020,南華大學,學士班(進修),女,115,21,2,0,9,9,0,0,1,0,0,0,0
110,1,私立,一般大學,1020,南華大學,碩士班(日間),女,333,32,4,0,1,21,0,0,0,3,0,1,0
110,1,私立,一般大學,1020,南華大學,碩士在職專班,女,230,21,2,0,0,15,0,0,1,1,0,0,0
110,1,私立,一般大學,1020,南華大學,博士班,女,21,1,0,0,0,0,0,0,0,1,0,0,0
110,1,私立,一般大學,1021,真理大學,學士班(日間),男,2404,209,1,0,112,46,0,0,1,0,1,0,0
110,1,私立,一般大學,1021,真理大學,學士班(進修),男,8,1,0,0,0,1,0,0,0,0,0,0,0
110,1,私立,一般大學,1021,真理大學,碩士班(日間),男,69,3,1,0,1,1,0,0,0,0,0,0,0
110,1,私立,一般大學,1021,真理大學,碩士在職專班,男,8,1,0,0,0,1,0,0,0,0,0,0,0
110,1,私立,一般大學,1021,真理大學,學士班(日間),女,2457,189,0,0,129,27,0,0,1,0,3,0,0
110,1,私立,一般大學,1021,真理大學,學士班(進修),女,3,0,0,0,0,0,0,0,0,0,0,0,0
110,1,私立,一般大學,1021,真理大學,碩士班(日間),女,49,4,0,0,2,1,0,0,0,0,1,0,0
110,1,私立,一般大學,1021,真理大學,碩士在職專班,女,12,0,0,0,0,0,0,0,0,0,0,0,0
110,1,私立,一般大學,1022,大同大學,學士班(日間),男,2176,67,2,0,25,29,0,0,0,1,0,8,0
110,1,私立,一般大學,1022,大同大學,碩士班(日間),男,149,12,0,0,0,8,0,0,0,0,0,2,0
110,1,私立,一般大學,1022,大同大學,碩士在職專班,男,114,8,0,0,0,7,0,0,0,0,0,0,0
110,1,私立,一般大學,1022,大同大學,博士班,男,61,5,0,0,0,4,0,0,0,0,0,0,0
110,1,私立,一般大學,1022,大同大學,學士班(日間),女,1349,41,0,0,16,11,0,0,1,2,1,7,0
110,1,私立,一般大學,1022,大同大學,碩士班(日間),女,72,2,0,0,0,2,0,0,0,0,0,0,0
110,1,私立,一般大學,1022,大同大學,碩士在職專班,女,26,2,1,0,0,1,0,0,0,0,0,0,0
110,1,私立,一般大學,1022,大同大學,博士班,女,33,2,0,0,0,2,0,0,0,0,0,0,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,男,285,8,2,0,2,2,0,0,0,0,0,0,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),男,7083,241,15,0,111,66,0,0,0,8,3,5,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),男,2124,179,1,0,42,44,0,0,1,15,4,7,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),男,428,41,8,0,5,19,0,0,0,2,1,0,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,男,153,11,5,0,0,3,0,0,0,0,0,0,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,男,63,7,3,0,0,1,0,0,0,0,0,0,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,女,31,2,0,0,2,0,0,0,0,0,0,0,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),女,5320,157,8,0,100,24,0,0,3,7,0,2,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),女,1222,101,1,0,30,35,0,0,1,11,0,1,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),女,325,29,2,0,3,16,0,0,0,5,0,0,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,女,158,8,0,0,0,2,0,0,1,0,0,0,0
110,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,女,30,1,0,0,0,1,0,0,0,0,0,0,0
110,1,私立,技專校院,1024,崑山科技大學,二專(進修),男,7,1,0,0,1,0,0,0,0,0,0,0,0
110,1,私立,技專校院,1024,崑山科技大學,學士班(日間),男,4159,301,11,0,83,167,0,0,1,17,9,8,2
110,1,私立,技專校院,1024,崑山科技大學,學士班(進修),男,1788,218,4,0,75,109,0,0,0,18,2,10,0
110,1,私立,技專校院,1024,崑山科技大學,碩士班(日間),男,179,33,2,0,0,28,0,0,0,3,0,0,0
110,1,私立,技專校院,1024,崑山科技大學,碩士在職專班,男,94,6,1,0,0,2,0,0,0,1,0,2,0
110,1,私立,技專校院,1024,崑山科技大學,博士班,男,26,2,0,0,0,2,0,0,0,0,0,0,0
110,1,私立,技專校院,1024,崑山科技大學,二專(進修),女,6,3,0,0,0,2,0,0,0,1,0,0,0
110,1,私立,技專校院,1024,崑山科技大學,學士班(日間),女,2646,182,3,0,64,90,0,0,1,12,6,3,2
110,1,私立,技專校院,1024,崑山科技大學,學士班(進修),女,887,99,1,0,36,40,0,2,1,14,1,3,0
