學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),大陸地區來臺學位生小計,大陸地區來臺學位生男,大陸地區來臺學位生女,大陸地區來臺學位生數之在學比率(%)
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,學士班(日間),5,1,4,1.23
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05421024,統計學系,學士班(日間),2,0,2,0.29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系全英語學士班,學士班(日間),1,1,0,0.40
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07122009,水資源及環境工程學系,學士班(日間),5,2,3,1.02
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07151015,機械與機電工程學系,學士班(日間),4,4,0,0.78
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),4,4,0,0.72
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),1,1,0,0.28
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114093,教育學院教育領導與科技管理博士班,博士班,4,1,3,12.90
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,博士班,3,2,1,9.68
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,博士班,3,2,1,7.89
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,博士班,4,2,2,22.22
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,碩士班(日間),1,1,0,3.85
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,碩士班(日間),1,0,1,2.27
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,學士班(日間),2,0,2,0.44
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,學士班(日間),3,0,3,0.40
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),13,6,7,2.05
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05311031,化學學系,學士班(日間),5,3,2,1.17
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05331030,物理學系,學士班(日間),3,2,1,0.86
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(日間),7,4,3,0.86
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,學士班(日間),2,0,2,0.27
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07111010,化學工程與材料工程學系,學士班(日間),3,1,2,0.60
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,學士班(日間),8,8,0,0.99
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),3,0,3,0.87
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10411002,運輸管理學系,學士班(日間),1,0,1,0.20
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,博士班,1,0,1,16.67
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,碩士班(日間),8,0,8,22.22
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04111051,會計學系,碩士班(日間),4,3,1,6.78
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系企業經營碩士班,碩士班(日間),4,3,1,11.76
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系數學與數據科學碩士班,碩士班(日間),1,0,1,7.69
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,碩士班(日間),4,4,0,5.80
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,碩士班(日間),4,3,1,11.76
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07122009,水資源及環境工程學系,碩士班(日間),1,1,0,3.57
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,碩士班(日間),3,3,0,3.45
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系人工智慧機器人碩士班,碩士班(日間),1,1,0,3.13
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,碩士班(日間),4,4,0,8.70
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,碩士班(日間),4,2,2,11.76
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03131096,教育心理與諮商研究所,碩士班(日間),1,0,1,0.90
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,碩士班(日間),7,5,2,11.29
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,淡江大學暨澳洲昆士蘭理工大學財金全英語雙碩士學位學程,碩士班(日間),1,1,0,6.67
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,碩士班(日間),2,0,2,4.08
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,碩士班(日間),4,3,1,7.41
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系公共政策碩士班,碩士班(日間),1,1,0,5.88
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05421101,商管學院大數據分析與商業智慧碩士學位學程,碩士班(日間),2,2,0,22.22
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),1,1,0,0.20
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),2,0,2,0.82
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),3,1,2,0.57
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),4,1,3,0.52
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),3,1,2,0.53
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),1,0,1,0.64
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),3,0,3,1.45
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04123104,風險管理與保險學系,學士班(日間),3,2,1,0.70
110,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),3,1,2,1.49
110,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,學士班(日間),2,0,2,0.72
110,私立,一般大學,1006,中國文化大學,02311047,俄國語文學系,學士班(日間),2,0,2,1.22
110,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),2,0,2,0.44
110,私立,一般大學,1006,中國文化大學,02311077,日本語文學系,學士班(日間),3,0,3,0.54
110,私立,一般大學,1006,中國文化大學,03111099,經濟學系,學士班(日間),3,3,0,0.72
110,私立,一般大學,1006,中國文化大學,03121061,政治學系,學士班(日間),1,1,0,0.44
110,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,學士班(日間),3,0,3,1.15
110,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),3,3,0,1.40
110,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),4,0,4,0.67
110,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),2,0,2,0.82
110,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),2,0,2,0.77
110,私立,一般大學,1006,中國文化大學,02152008,中國戲劇學系,學士班(日間),1,0,1,0.50
110,私立,一般大學,1006,中國文化大學,02221098,史學系,學士班(日間),2,0,2,0.89
110,私立,一般大學,1006,中國文化大學,02231081,哲學系,學士班(日間),2,1,1,1.08
110,私立,一般大學,1006,中國文化大學,02311089,法國語文學系,學士班(日間),2,1,1,0.90
110,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),6,2,4,0.93
110,私立,一般大學,1006,中國文化大學,03212033,新聞學系,學士班(日間),3,2,1,0.59
110,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,學士班(日間),2,0,2,0.29
110,私立,一般大學,1006,中國文化大學,04134012,行政管理學系,學士班(日間),2,1,1,0.45
110,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),2,1,1,0.80
110,私立,一般大學,1006,中國文化大學,05111091,生命科學系,學士班(日間),1,1,0,0.50
110,私立,一般大學,1006,中國文化大學,05321083,土地資源學系,學士班(日間),1,1,0,0.48
110,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,學士班(日間),3,3,0,0.65
110,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,學士班(日間),5,4,1,1.81
110,私立,一般大學,1006,中國文化大學,08121106,園藝暨生物技術學系,學士班(日間),2,1,1,0.97
110,私立,一般大學,1006,中國文化大學,08211054,森林暨自然保育學系,學士班(日間),2,2,0,0.89
110,私立,一般大學,1006,中國文化大學,09299082,社會福利學系,學士班(日間),2,1,1,0.41
110,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,學士班(日間),3,1,2,0.61
110,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,學士班(日間),5,0,5,0.71
110,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,學士班(日間),3,2,1,0.45
110,私立,一般大學,1006,中國文化大學,04143013,廣告學系,學士班(日間),4,1,3,0.78
110,私立,一般大學,1006,中國文化大學,04212020,法律學系,學士班(日間),2,2,0,0.16
110,私立,一般大學,1006,中國文化大學,05191057,保健營養學系,學士班(日間),1,0,1,0.44
110,私立,一般大學,1006,中國文化大學,05331115,光電物理學系,學士班(日間),1,1,0,0.62
110,私立,一般大學,1006,中國文化大學,05411114,應用數學系,學士班(日間),1,1,0,0.33
110,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(日間),2,2,0,0.30
110,私立,一般大學,1006,中國文化大學,07111028,化學工程與材料工程學系,學士班(日間),1,1,0,0.26
110,私立,一般大學,1006,中國文化大學,07141085,電機工程學系,學士班(日間),1,1,0,0.30
110,私立,一般大學,1006,中國文化大學,07312103,景觀學系,學士班(日間),5,2,3,2.33
110,私立,一般大學,1006,中國文化大學,07313118,都市計劃與開發管理學系,學士班(日間),2,0,2,1.01
110,私立,一般大學,1006,中國文化大學,08112116,動物科學系,學士班(日間),1,0,1,0.48
110,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),2,0,2,0.78
110,私立,一般大學,1006,中國文化大學,02221098,史學系,博士班,2,2,0,4.00
110,私立,一般大學,1006,中國文化大學,02322001,中國文學系,博士班,2,1,1,3.70
110,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,博士班,1,1,0,1.09
110,私立,一般大學,1006,中國文化大學,07311068,建築及都市設計學系,博士班,5,2,3,16.13
110,私立,一般大學,1006,中國文化大學,02111121,科技藝術碩士學位學程,碩士班(日間),1,0,1,9.09
110,私立,一般大學,1006,中國文化大學,02131059,美術學系,碩士班(日間),5,0,5,8.77
110,私立,一般大學,1006,中國文化大學,02151040,音樂學系,碩士班(日間),2,1,1,2.90
110,私立,一般大學,1006,中國文化大學,01141023,體育學系運動教練博士班,博士班,3,1,2,4.55
110,私立,一般大學,1006,中國文化大學,03142087,地學研究所,博士班,1,1,0,3.85
110,私立,一般大學,1006,中國文化大學,02322001,中國文學系,碩士班(日間),3,1,2,5.88
110,私立,一般大學,1006,中國文化大學,03142087,地學研究所,碩士班(日間),1,0,1,2.44
110,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,碩士班(日間),1,1,0,4.55
110,私立,一般大學,1006,中國文化大學,04121037,財務金融學系,碩士班(日間),1,1,0,5.88
110,私立,一般大學,1006,中國文化大學,04141041,國際貿易學系,碩士班(日間),2,2,0,8.00
110,私立,一般大學,1006,中國文化大學,04143027,行銷碩士學位學程,碩士班(日間),1,0,1,2.50
110,私立,一般大學,1006,中國文化大學,07313118,都市計劃與開發管理學系,碩士班(日間),1,1,0,3.23
110,私立,一般大學,1006,中國文化大學,02221098,史學系,碩士班(日間),4,3,1,12.12
110,私立,一般大學,1006,中國文化大學,03121011,國家發展與中國大陸研究所,碩士班(日間),1,1,0,2.27
110,私立,一般大學,1006,中國文化大學,03199051,勞動暨人力資源學系,碩士班(日間),2,0,2,3.28
110,私立,一般大學,1006,中國文化大學,03212033,新聞學系,碩士班(日間),1,1,0,3.33
110,私立,一般大學,1006,中國文化大學,04131015,國際企業管理學系,碩士班(日間),1,1,0,2.04
110,私立,一般大學,1006,中國文化大學,06131021,資訊工程學系,碩士班(日間),1,1,0,8.33
110,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,碩士班(日間),1,1,0,4.76
110,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),10,5,5,1.29
110,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),6,3,3,2.78
110,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),2,2,0,2.25
110,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),1,0,1,0.88
110,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),3,3,0,0.75
110,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,學士班(日間),12,10,2,1.15
110,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,學士班(日間),2,1,1,0.47
110,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,學士班(日間),2,1,1,0.85
110,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),7,5,2,0.95
110,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,學士班(日間),3,3,0,0.71
110,私立,一般大學,1007,逢甲大學,04131019,企業管理學系,學士班(日間),6,3,3,1.09
110,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,學士班(日間),1,1,0,0.23
110,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),5,2,3,0.65
110,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,學士班(日間),3,0,3,1.55
110,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),5,2,3,0.90
110,私立,一般大學,1007,逢甲大學,05421040,統計學系,學士班(日間),3,2,1,0.72
110,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,學士班(日間),1,0,1,0.21
110,私立,一般大學,1007,逢甲大學,07112069,材料科學與工程學系,學士班(日間),1,1,0,0.22
110,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,學士班(日間),2,1,1,0.34
110,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,學士班(日間),3,3,0,0.61
110,私立,一般大學,1007,逢甲大學,07141052,自動控制工程學系,學士班(日間),2,2,0,0.39
110,私立,一般大學,1007,逢甲大學,07141095,美國普渡大學電機資訊雙學士學位學程,學士班(日間),1,0,1,1.41
110,私立,一般大學,1007,逢甲大學,07192074,纖維與複合材料學系,學士班(日間),1,1,0,0.27
110,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,學士班(日間),2,2,0,0.49
110,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),3,3,0,0.63
110,私立,一般大學,1007,逢甲大學,02322001,中國文學系,博士班,1,0,1,3.13
110,私立,一般大學,1007,逢甲大學,04191014,商學博士學位學程,博士班,3,3,0,2.46
110,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,博士班,8,5,3,28.57
110,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,學士班(日間),2,2,0,0.38
110,私立,一般大學,1007,逢甲大學,07141101,光電科學與工程學系,學士班(日間),2,2,0,0.46
110,私立,一般大學,1007,逢甲大學,07311007,室內設計學士學位學程,學士班(日間),1,1,0,2.27
110,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),10,4,6,2.86
110,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,學士班(日間),1,1,0,0.23
110,私立,一般大學,1007,逢甲大學,99999108,國際雙學士學位學程,學士班(日間),2,0,2,13.33
110,私立,一般大學,1007,逢甲大學,07192074,纖維與複合材料學系,博士班,1,0,1,5.56
110,私立,一般大學,1007,逢甲大學,07321100,土木水利工程與建設規劃博士學位學程,博士班,3,2,1,5.17
110,私立,一般大學,1007,逢甲大學,03111009,經濟學系,碩士班(日間),1,1,0,3.70
110,私立,一般大學,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,碩士班(日間),1,1,0,5.00
110,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,碩士班(日間),2,2,0,5.00
110,私立,一般大學,1007,逢甲大學,04123029,風險管理與保險學系,碩士班(日間),1,1,0,2.70
110,私立,一般大學,1007,逢甲大學,04134086,土地管理學系,碩士班(日間),1,0,1,3.03
110,私立,一般大學,1007,逢甲大學,04134097,公共事務與社會創新研究所,碩士班(日間),1,0,1,7.14
110,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,博士班,2,2,0,13.33
110,私立,一般大學,1007,逢甲大學,04122032,財稅學系,碩士班(日間),1,1,0,4.17
110,私立,一般大學,1007,逢甲大學,06131048,資訊工程學系,碩士班(日間),1,1,0,0.88
110,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,碩士班(日間),1,1,0,1.96
110,私立,一般大學,1007,逢甲大學,07141046,電子工程學系,碩士班(日間),2,2,0,2.90
110,私立,一般大學,1007,逢甲大學,07321063,土木工程學系,碩士班(日間),1,0,1,2.86
110,私立,一般大學,1007,逢甲大學,07141044,電機工程學系,碩士班(日間),2,2,0,4.26
110,私立,一般大學,1007,逢甲大學,07141050,通訊工程學系,碩士班(日間),1,1,0,2.04
110,私立,一般大學,1007,逢甲大學,07311081,建築碩士學位學程,碩士班(日間),2,2,0,3.33
110,私立,一般大學,1007,逢甲大學,07313087,都市計畫與空間資訊學系,碩士班(日間),2,1,1,5.88
110,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,碩士班(日間),1,1,0,2.63
110,私立,一般大學,1007,逢甲大學,02311002,外國語文學系,學士班(日間),2,1,1,0.43
110,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),2,0,2,0.84
110,私立,一般大學,1007,逢甲大學,03111009,經濟學系,學士班(日間),2,2,0,0.47
110,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),2,0,2,0.40
110,私立,一般大學,1008,靜宜大學,02311005,西班牙語文學系,學士班(日間),3,2,1,0.72
110,私立,一般大學,1008,靜宜大學,02311007,寰宇外語教育學士學位學程,學士班(日間),1,1,0,0.69
110,私立,一般大學,1008,靜宜大學,04111011,會計學系,學士班(日間),3,1,2,0.46
110,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),6,4,2,0.88
110,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),3,3,0,0.42
110,私立,一般大學,1008,靜宜大學,05499037,資料科學暨大數據分析與應用學系,學士班(日間),3,3,0,0.84
110,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),2,1,1,0.40
110,私立,一般大學,1008,靜宜大學,06132009,資訊傳播工程學系,學士班(日間),4,2,2,0.76
110,私立,一般大學,1008,靜宜大學,04111011,會計學系,碩士班(日間),1,1,0,3.70
110,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,碩士班(日間),3,0,3,14.29
110,私立,一般大學,1008,靜宜大學,02311006,日本語文學系,學士班(日間),1,1,0,0.17
110,私立,一般大學,1008,靜宜大學,02322003,中國文學系,學士班(日間),7,2,5,1.58
110,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),7,2,5,2.41
110,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,學士班(日間),8,4,4,1.14
110,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),3,1,2,0.68
110,私立,一般大學,1008,靜宜大學,05499036,財務工程學系,學士班(日間),3,2,1,1.44
110,私立,一般大學,1008,靜宜大學,07141030,資訊工程學系,學士班(日間),3,2,1,0.60
110,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),1,0,1,0.13
110,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),3,0,3,0.62
110,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),1,1,0,0.17
110,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,碩士班(日間),1,1,0,4.55
110,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,碩士班(日間),2,1,1,5.88
110,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,碩士班(日間),1,0,1,3.85
110,私立,一般大學,1009,長庚大學,02122001,工業設計學系,學士班(日間),2,1,1,1.16
110,私立,一般大學,1009,長庚大學,06131013,資訊管理學系,學士班(日間),1,1,0,0.26
110,私立,一般大學,1009,長庚大學,09199042,呼吸治療學系,學士班(日間),1,0,1,0.66
110,私立,一般大學,1009,長庚大學,06131013,資訊管理學系,碩士班(日間),2,2,0,5.00
110,私立,一般大學,1009,長庚大學,04131005,工商管理學系,學士班(日間),1,1,0,0.52
110,私立,一般大學,1009,長庚大學,04133053,國際健康管理學士學位學程,學士班(日間),2,1,1,14.29
110,私立,一般大學,1009,長庚大學,05123012,生物醫學系,學士班(日間),2,1,1,0.55
110,私立,一般大學,1009,長庚大學,07111025,化工與材料工程學系,學士班(日間),1,1,0,0.46
110,私立,一般大學,1009,長庚大學,07141014,電機工程學系,學士班(日間),2,2,0,0.51
110,私立,一般大學,1009,長庚大學,07141016,電子工程學系,學士班(日間),2,2,0,0.53
110,私立,一般大學,1009,長庚大學,07151022,機械工程學系,學士班(日間),1,1,0,0.58
110,私立,一般大學,1009,長庚大學,09141048,醫學影像暨放射科學系,學士班(日間),3,1,2,2.13
110,私立,一般大學,1009,長庚大學,06131018,資訊工程學系,學士班(日間),2,2,0,0.83
110,私立,一般大學,1009,長庚大學,09141046,醫學生物技術暨檢驗學系,學士班(日間),2,1,1,0.82
110,私立,一般大學,1009,長庚大學,04131004,企業管理研究所,博士班,5,4,1,15.15
110,私立,一般大學,1009,長庚大學,07141016,電子工程學系,博士班,1,1,0,2.94
110,私立,一般大學,1009,長庚大學,04131005,工商管理學系,碩士班(日間),2,1,1,5.88
110,私立,一般大學,1010,元智大學,07191043,工業工程與管理學系,博士班,2,1,1,6.25
110,私立,一般大學,1010,元智大學,03141009,社會暨政策科學學系,碩士班(日間),1,0,1,6.67
110,私立,一般大學,1010,元智大學,02191001,藝術與設計學系,學士班(日間),8,4,4,4.62
110,私立,一般大學,1010,元智大學,02299049,人文社會學院英語學士班,學士班(日間),2,0,2,1.52
110,私立,一般大學,1010,元智大學,02311007,應用外語學系,學士班(日間),4,0,4,1.99
110,私立,一般大學,1010,元智大學,04199018,管理學院學士班,學士班(日間),8,1,7,0.46
110,私立,一般大學,1010,元智大學,06131011,資訊管理學系,學士班(日間),2,1,1,0.40
110,私立,一般大學,1010,元智大學,06131028,資訊工程學系,學士班(日間),2,2,0,0.31
110,私立,一般大學,1010,元智大學,06133013,資訊傳播學系,學士班(日間),5,1,4,1.03
110,私立,一般大學,1010,元智大學,07141033,電機工程學系,學士班(日間),4,4,0,0.34
110,私立,一般大學,1010,元智大學,07191043,工業工程與管理學系,學士班(日間),2,1,1,0.47
110,私立,一般大學,1010,元智大學,02299047,文化產業與文化政策博士學位學程,博士班,5,3,2,20.83
110,私立,一般大學,1010,元智大學,06131011,資訊管理學系,博士班,1,1,0,5.00
110,私立,一般大學,1010,元智大學,02322004,中國語文學系,學士班(日間),2,0,2,1.00
110,私立,一般大學,1010,元智大學,03141009,社會暨政策科學學系,學士班(日間),1,1,0,0.48
110,私立,一般大學,1010,元智大學,06131051,資訊學院英語學士班,學士班(日間),1,0,1,0.79
110,私立,一般大學,1010,元智大學,07111041,化學工程與材料科學學系,學士班(日間),4,3,1,0.88
110,私立,一般大學,1010,元智大學,07141032,電機通訊學院英語學士班,學士班(日間),1,1,0,0.62
110,私立,一般大學,1010,元智大學,07151037,機械工程學系,學士班(日間),2,2,0,0.47
110,私立,一般大學,1010,元智大學,07194050,工程學院英語學士班,學士班(日間),2,1,1,1.87
110,私立,一般大學,1010,元智大學,04199018,管理學院博士班,博士班,2,1,1,2.50
110,私立,一般大學,1010,元智大學,07141033,電機工程學系,博士班,1,1,0,2.33
110,私立,一般大學,1010,元智大學,02191001,藝術與設計學系藝術與設計管理碩士班,碩士班(日間),1,0,1,5.00
110,私立,一般大學,1010,元智大學,06131028,資訊工程學系,碩士班(日間),1,1,0,0.95
110,私立,一般大學,1010,元智大學,07141033,電機工程學系,碩士班(日間),2,2,0,1.21
110,私立,一般大學,1011,中華大學學校財團法人中華大學,04199014,科技管理博士學位學程,博士班,2,1,1,4.00
110,私立,一般大學,1011,中華大學學校財團法人中華大學,07194037,工程科學博士學位學程,博士班,4,3,1,40.00
110,私立,一般大學,1011,中華大學學校財團法人中華大學,06131025,資訊工程學系,學士班(日間),2,2,0,0.46
110,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,學士班(日間),3,2,1,1.09
110,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,學士班(日間),2,1,1,0.88
110,私立,一般大學,1012,大葉大學,02123012,工業設計學系,學士班(日間),3,2,1,2.17
110,私立,一般大學,1012,大葉大學,03211018,傳播藝術學士學位學程,學士班(日間),3,1,2,2.29
110,私立,一般大學,1012,大葉大學,07141038,電機工程學系,博士班,1,1,0,7.14
110,私立,一般大學,1012,大葉大學,02124014,空間設計學系,學士班(日間),1,0,1,0.31
110,私立,一般大學,1012,大葉大學,07141038,電機工程學系,學士班(日間),1,1,0,0.59
110,私立,一般大學,1012,大葉大學,07151046,機械與自動化工程學系,學士班(日間),3,3,0,1.14
110,私立,一般大學,1013,華梵學校財團法人華梵大學,02299009,東方人文思想研究所,博士班,5,4,1,9.26
110,私立,一般大學,1014,義守大學,02111001,電影與電視學系,學士班(日間),6,4,2,1.95
110,私立,一般大學,1014,義守大學,02123006,創意商品設計學系,學士班(日間),3,3,0,1.60
110,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),6,2,4,1.92
110,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),1,0,1,0.99
110,私立,一般大學,1014,義守大學,06131027,資訊工程學系,學士班(日間),1,1,0,0.22
110,私立,一般大學,1014,義守大學,04131012,管理學院管理博士班,博士班,3,1,2,10.71
110,私立,一般大學,1014,義守大學,07141025,電機工程學系,博士班,3,1,2,13.04
110,私立,一般大學,1014,義守大學,02122067,傳播與設計學院文創傳播與設計碩士班,碩士班(日間),1,0,1,6.67
110,私立,一般大學,1014,義守大學,02112005,數位多媒體設計學系,學士班(日間),2,1,1,1.06
110,私立,一般大學,1014,義守大學,04121066,財務金融管理學系,學士班(日間),4,2,2,0.93
110,私立,一般大學,1014,義守大學,04121066,財務金融管理學系,碩士班(日間),1,0,1,10.00
110,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,碩士班(日間),1,1,0,4.55
110,私立,一般大學,1014,義守大學,07111021,生物技術與化學工程研究所,博士班,1,1,0,3.45
110,私立,一般大學,1014,義守大學,04131010,企業管理學系,碩士班(日間),1,1,0,1.11
110,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),7,2,5,1.47
110,私立,一般大學,1015,世新大學,02322001,中國文學系,學士班(日間),2,0,2,1.10
110,私立,一般大學,1015,世新大學,03141008,社會心理學系,學士班(日間),1,0,1,0.22
