學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數(D),當學年度全校新生註冊率(％)E=〔(C+D)/(A-B+D)〕*100％,當學年度全校招生特色說明
114,公立,技專校院,0043,國立勤益科技大學,3119,2,2885,150,92.90,"一、本校學制包括：日間部(博士班、碩士班、產業碩士專班、四技)、進修部(碩士在職專班、四技、二專、二技)。本校設置有工程、電資、管理、人文創意、通識教育等5個學院,系所包括：機械工程系、化工與材料工程系、冷凍空調與能源系、智慧自動化工程系、電機工程系、電子工程系、資訊工程系、人工智慧應用工程系、工業工程與管理系、企業管理系、資訊管理系、行銷與流通管理系、健康產業科技研發與管理系、文化創意事業系、景觀系、應用英語系等。二、本校以「國際優質綠色產業科技大學」為發展願景,以「產業人才培育的搖籃」及「技術研發的基地」為發展目標,肩負科技校院培育優質技術人才的使命,善盡國立大學社會責任,促進學校永續經營與發展,以創新面對挑戰,永續學校發展。配合國家政策及產業人才需求,培育為社會所用之專業技術人才。"
114,公立,一般大學,0044,國立體育大學,637,1,623,9,97.98,"國立體育大學為亞洲頂尖、世界一流的體育高等學府,規劃了優質的教學環境,有行政教學區、運動訓練競賽區、生活住宿區、運動休閒區及戶外遊憩區等,並具備國際標準的運動設施、擁有國際知名的專業師資及挹注豐沛的教學、研究等資源,課程重視學用合一,就業管道多元,為培養體育運動優質人才的搖籃,使本校學生在國際體壇或學術表現出類拔萃、成績優異成為臺灣之光。 辦理姊妹校師生互訪交流、交換學生及雙聯學位計畫、海外實習與學海計畫及國際文化活動,提供更多元的學習與文化交流機會,拓展本校學生國際視野、強化實務能力、國際觀點及競爭力。 校園有體育館、游泳池、網球館、室外籃球場、射箭、射擊場、羽球館、跆拳道館、體操館、低氧艙實驗室、舉重館、田徑場、柔道場、10公尺空氣槍射擊場、肌力體能訓練場、棒球場、田徑場、戶外冒險體驗教育場、圖書館、博物館、運動防護中心、體適能中心等,提供學生多元安全的學習、運動及休憩環境。"
114,公立,技專校院,0046,國立臺北護理健康大學,1518,5,1399,42,92.67,"1.本校結合創新實務與健康照護之專業特色,強調「學校整體」、「人才培育」、「教學績效」等概念及實踐,並配合技職教育課程的推展及延續產業協同教學的特色,清楚定位各學制的目標及規劃,以培育健康照護的專業人才。 2.本校積極建構從出生到死亡的健康照護模式,並在現有的醫護專業基礎上,發展優質教學環境、推動教學品質管理、拓展國際合作、以及強化全人教育之學習環境。 3.本校擁有完善的教學環境體制,為醫護技職專校學生更深入研修的第一志願,學制包含四技、二技、碩士在職專班、碩士與博士班。 4.本校擁有優秀專業師資,具博士級以上教師佔教師人數84%,並多具有豐富之臨床實務教學經驗。 5.本校擁有友善、親和、安全與適性特質的校園環境,近年來陸續設置「體適能中心、水療教育示範教學中心、茶藝軒、癒花園、臨床技能中心OSCE、生、老、病之主題花園」等設施,期使學生優遊涵泳於優質且安全的校園環境中快樂學習。"
114,公立,技專校院,0047,國立高雄餐旅大學,1048,0,894,121,86.83,"「人文化、專業化、企業化、國際化」治校理念為全國唯一專精培育餐旅精英搖籃。優秀餐旅師資、落實產學共構課程、學生全年國內外實習,專業實務技能應用,積極與國內外知名企業建教合作,與多國海外學校締結姊妺校,獲教育部學海系列計畫補助金額蟬聯全國第一,全面接軌國際化。具完善永續環境與勞作教育機制、新生住校與服儀規定。2025年畢業生競爭力及國際聲望皆受業界高度肯定：遠見雜誌「2025臺灣最佳大學排行榜」,榮獲「服務領域」全國第1名、「小型大學」全國第3名；國家圖書館「臺灣電子學位論文聯盟」獲頒公立技職校院組學位論文開放授權率、下載率及相似檢測獎項；「2025年QS世界大學之學科排行」餐旅暨休閒管理類全球第45名並通過THE-ICE國際認證；校友亦多方展現摘星饗宴新食力,2025年9名校友榮獲米其林星級認證！本校學制有研究所、四技、二技、學士學位學程、五專部及進修部學制,共有1博3所11系3學程1科。"
114,公立,一般大學,0048,國立金門大學,1065,2,851,45,80.87,"本校設有日間及進修學系,114學年度共有4個學院、17個學系、14個研究所碩士班、3個碩士在職專班、2個博士學位學程。本校位於獨特的地理位置與歷史中,以地方關懷、兩岸橋梁、世界接軌為發展重點。同時結合地方產業發展特色、善盡文化遺產的保存與發揚、配合兩岸情勢之變化及國家未來發展需求,培育未來人才。"
114,公立,一般大學,0049,國立臺灣體育運動大學,779,0,732,15,94.08,"一、本校為全臺首座體育專長學校,自民國50年創立至今,除了訓練優秀運動選手外,也培育運動產業相關人才,包括運動防護、舞蹈、休閒運動、運動管理、以及運動傳播人才。 二、近年來持續提升訓練環境、延攬優秀師資、課程與產業結合,使學生畢業即就業。 三、本校位居一中商圈,生活機能便捷,地理位置優越、交通便捷,南來北往便利無比。 四、培育中等學校體育及表藝專業師資,每年應屆通過率冠全台。"
114,公立,技專校院,0050,國立臺中科技大學,4771,0,4356,131,91.53,"本校以「落實創新服務」及「培育立型人才」為理念,現有日間部、進修部、空中學院,分設五年制、四年制、二年制等學制暨專科班、學士班、碩士班、碩士在職專班、博士班等班制；目前設有6個學院,分別為商學院、設計學院、語文學院、資訊與流通學院、中護健康學院及智慧產業學院等,類科前瞻務實,發展多元,提供學子適才適性之選擇,多軌並進,以培育「創新思維與跨域整合」之優秀技職專業人才。本校積極落實技職教育精神,強化教師業界實務經驗,重視學生專業知識及實作能力之養成,配合國家發展及產業趨勢設計各項通識及專業課程,以與產業界進行更深入的鏈結。本校全力推動教師落實將研究成果融入教學過程,改變教師教學方式與強化教學創新研發,以提升教師教學品質及學生學習成效。鼓勵學生進行跨域自主學習,並積極推動校外實習及專題實務課程,輔以業師協同教學,協助學生職涯發展,厚植職場競爭力,落實與產業接軌之目標。"
114,公立,技專校院,0051,國立臺北商業大學,1812,4,1643,66,91.20,"地理位置優越：臺北校區位於都會中心精華區；桃園校區位於平鎮區,交通便利；目前共有14個系所(含財經學院博士班)。學生素質優良：90％以上企業對本校畢業生工作表現評價滿意。在媒體調查中,本校為財經商管界育才搖籃,連續獲得「企業最愛大學」。多元職涯輔導：獎勵學生參與證照技能檢定,辦理多元職涯探索活動,發展適才適性的職業生涯。開創產學新契機：結合校友、政府及產業界資源,辦理產學合作。參賽獲佳績：鼓勵學生多元學習及創意思考,參與各國內外技能競賽,屢獲佳績。英語與跨文化學習：開設全英語課程,姊妹校遍及美國、加拿大、澳洲、德國、荷蘭、奧地利、法國、瑞典、葡萄牙、西班牙、日本、南韓、新加坡等國,鼓勵學生赴海外進修。跨校合作聯盟：參與區域產學合作、技專校院合作,建立策略聯盟。優秀傑出校友：在公私部門、政界、文教界表現可圈可點。獎助輔導完備：結合校內外資源,成立多項獎學金,讓學生安心就學。"
114,公立,一般大學,0052,國立屏東大學,2266,3,2074,30,91.76,"本校為高教、技職與師培三大體系,以多元合流為特色,並定位為「教學與科研融合型大學」。在學術組織上,設有教育學院、人文社會學院、理學院、管理學院、資訊學院、國際學院及大武山學院等七大學院。招生管道含括高教大學多元入學、公費生培育、四技聯合招生入學及各項本校單獨招生管道。為推展跨領域教學,規劃並開設各種跨領域課程、微學分課程及學分學程,鼓勵學生進行跨領域對話、科際交流,發掘與培養第二專長,另透過專題實作、校外實習與企業參訪等產學合作或建立教師專業社群,以工作坊或研討會等形式跨域交流,逐步達成學用合一之目標。本校具備師資培育的優良傳統、人文藝術理學的深厚基礎、數位科技的創新技能,及豐富的產學、實習與推廣教育經驗,教學及研究能量涵蓋各項專業領域；同時,鼓勵教師從事學術研究以豐厚專業根基：並以深植產學研發,提升師生實務專業與創新思考的能力,進而協助產業技術提升,帶動當地產業升級。"
114,公立,技專校院,0053,國立高雄科技大學,7274,6,6715,112,92.51,"本校自2018年2月1日起由國立高雄應用科技大學、國立高雄第一科技大學及國立高雄海洋科技大學合併成為「國立高雄科技大學」,學術領域涵蓋工程、電機與資訊、智慧機電、海事、水圈、商業智慧、管理、海洋商務、財務金融、外語、創新設計等,教師專長及研究領域多樣且豐富,資源齊全,充分給予學生「深度」及「廣度」的學習機會,提供多元的跨域學習、永續學習的優良教育環境。培養學生成為全方位跨域、國際移動力、永續學習力及具人本關懷的人才。校地廣闊共有建工、燕巢、第一、楠梓及旗津5個校區, 114學年度招生學制設有10個學院、18個博士班、56個碩士班、46個碩專班、50個系/學位學程、4個專科,包含日間部及進修部,鄰近高雄工業區與科技園區,升學就業管道暢通,是南部技職教育的重鎮,培育產業發展人才之國際化典範大學。"
114,公立,技專校院,0144,國立臺灣戲曲學院,144,0,110,1,76.55,"本校為全國唯一本於「藝術教育法」精神,實施一貫制藝術教育的傳統表演藝術學府,以培育優質傳統戲曲專業人才為教育目標,建構我國教育史上第一個從國小、國中、高職、到大學的一貫制學制。依據各學系之專業教育理念與舞臺實踐需求,分別規劃從7年到12年的不同學程,透過循序漸進的課程架構,擇優直升的機制,落實專業人才養成教育。"
114,公立,技專校院,0221,國立臺南護理專科學校,420,0,410,0,97.62,"本校具備下列招生特色：一、地理位置優異：位於臺南市中心的鑽石地帶,距火車站約700公尺,交通便利,生活機能良好。二、優質教學環境：校園全面e化且設備新穎,設有基礎醫學實驗室、臨床技能模擬中心、高齡者全人照顧教學中心、日間照顧實務教學中心、健康促進教育中心、彩妝、美膚美體教室及整體造型專業教室、化妝品調劑檢驗實驗室、中草藥養生專業教室、頭皮舒活實習沙龍等教學相關設施,以加強學生專業學習。三、教學成效優異：本校護理科之專技高考護理師執照及格率平均達八成以上,遠高於全國及所有專科學校平均及格率；化妝品應用科美容丙級證照通過率平均為100%、美容乙級平均為九成以上,成績優異；老人服務事業科亦積極輔導學生取得長照相關證照。四、教育目標明確：本校秉持校訓「誠正、博愛、勤慎、負責」之精神,以健康「全人」的概念,結合生命、環境與品德教育,教授健康應用科學,以培養術德兼修的專業技術人才為辦學宗旨。"
114,公立,技專校院,0222,國立臺東專科學校,572,2,181,0,31.75,"本校以「務實致用之教學型專科學校」自我定位,以「培育東部產業人才搖籃、建立在地關懷技職典範」作為願景,並發展以下五大特色：  一、配合產業發展,培養在地人才：配合臺東地區產業發展,擬定各科發展重點技術,訂定學生培訓計畫。  二、融合多元文化,關懷弱勢族群：結合創意及技術,提升文化產業價值；加強服務學習理念,培養社會關懷胸襟。  三、促進兩部攜手,共創雙贏契機：落實分權分責分享的賦權原則,以及共治共決共生的團隊精神,開創技能升級契機。  四、運用在地資源,研發特色產品：運用在地自然及人文資源,配合各科發展主軸,研發一科一特色產品。  五、建構技訓平台,推動實務增能：建構技能與職業訓練平台,縮短學用落差,與產業無縫接軌,提升學生就業力。"
114,私立,一般大學,1001,東海大學,4001,6,3778,245,94.88,"東海大學創校70年,設有文、理、工、管理、社科、農健、創藝、法、國際等九大學院,學生逾1萬5千名,是一所深具博雅底蘊的未來大學。本校推動翻轉教學、整合科技實踐、培育永續跨域並兼具博雅精神及國際觀之人才。為拓展學生國際化視野,積極延攬外籍師資,與國外姊妹校結盟交流達千項。本校設有學士班、進修學士班、碩士班、碩士在職專班、博士班。在東海,您的發展不受限！我們提供雙主修、輔系、學分學程、微學分課程、海內外實習,讓您盡情探索多元潛能。更設有「跨域創新學院」、「實習與學生成就中心」,強化學生就業競爭力,培養符合未來趨勢的跨域人才。本校榮獲2025年亞太暨台灣永續行動獎雙金、《泰晤士高等教育》世界影響力排名四項指標台灣排名第一、「天下USR大學公民」調查獲私立大學第一、2024年台灣永續大學獎榮獲「台灣永續十大典範大學獎」榜首、泰晤士「世界大學影響力排名」躍進全球百大等殊榮,展現學術與實務的卓越表現。"
114,私立,一般大學,1002,輔仁大學,6510,3,6229,203,95.86,"輔仁大學以學生為中心提供豐富資源及全方位服務與輔導。著力於營造充滿文藝氣息及設計美學元素之學生學習空間,打造跨領域的學習環境。除學習環境營造外,更重視大一新生的啟蒙與輔導,落實導師制度以啟發菁英學生為主要教育職志。體現天主教精神實踐輔大社會責任,含：原住民族地區地方創生、新五泰地區永續發展與人才培育。向來以學風自由著稱的輔大,全校共12學院53學系/學程的主修領域及創新跨領域學院、全人教育中心等,讓學生有機會接觸到不同面向課程。除主修學系外,亦提供豐沛的跨域學習,學生可選擇跨領域雙主修、輔系及跨域學院的61個跨域(微)學分學程,結合健康醫療、音樂治療、人文藝術、AI科技、視覺設計、金融科技、大數據智慧行銷、永續實踐管理等,築基於12學院的養分,成就樣貌豐富的跨域學習環境。本校國際姊妹校488餘所,透過校園國際交流活動,建構學生外語學習環境,打造校園國際化氛圍,讓輔大走向世界,世界走入輔大。"
114,私立,一般大學,1003,東吳大學,3661,2,3439,44,94.06,"東吳大學1900年於蘇州創立,是中國高教史上最早設立的西制大學；1954年獲准在臺復校,為臺灣第一所私立大學,是所樸實自持、開明超然、根柢深厚的綜合大學。設有6學院,院系組合完整,並提供連續學習的碩博士班與回流教育體系,成為企業最愛大學生及研究生的搖籃,師資優秀,學風自由。兩校區地理環境優越,交通便捷。外雙溪校區依山傍水,臨近故宮,文化底蘊深厚；城中校區位居臺北市政治經濟中心,資源豐富,有利師生觀摩實習與實務歷練。本校以「養天地正氣,法古今完人」的辦學理念,秉持「打造勇於創新、落實創意、引導創業三創優質學習環境,培養放眼世界、回饋社會,能於數位科技新潮流與時俱進適性人才」發展願景,已連續多年獲教育部教學卓越與高教深耕計畫肯定； 2025年攜手輝達,引進NVIDIA GeForce RTX 50系列桌上型電腦,建立「智慧創新AI學習中心」,打造「東吳AI智慧校園」的特色亮點。"
114,私立,一般大學,1004,中原大學,4215,0,4156,199,98.66,"以「中原認同,學習共榮,知識扎根,育才招生」的方式,實行教研合一的招生政策,為落實學生適性學習與學用合一,以及本校「天」、「人」、「物」、「我」的全人教育理念內涵,推出多項特色教育方案,以提供學生多元且優質的學習環境,例如：1.首推學術與實務課程分流學習框架：落實適性教育之理念,以學習者為本位,啟動課程再造工程,提供符合學生發展需求的課程分流架構,進而縮短「學用落差」。2.創建學用合一導向的大學就業學程：以學習者為本位,提供5大類學程,包含企業學程、創業學程、公職學程、教育學程與領導學程等,強化與產業之鏈接,除了滿足學生多元發展之需求,更提供「畢業後即就業」的發展管道,以有效縮短學用落差之人才培育目標。3.建立落實適性教育的彈性轉系制度：打破全國以學業成績為標準的轉系方法,全面改採面試審查,以落實適性教育之理念、有效減低學生非自願性延畢。"
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,5302,1,5094,363,96.35,"淡江大學以「AI+SDGs=∞」為願景,致力培育兼具數位力與永續思維的人才,預計2025年邁向3.0,以AI翻轉教學,建置雲端智慧教室,營造現代化互動學習環境。     在學習養成上,淡江大學以「三環五育」與「三化教育」為核心,透過AI創智學院導入NVIDIA與微軟資源,提供AI國際認證、300餘門專業課程與跨領域學分學程,培育具備跨域專長與八大素養的全方位人才。同時推動大三出國及交換計畫,與45國284所姊妹校連結,拓展國際視野。     此外,學生必修社團實作課程,養成人際與解決問題能力,並參與多元實習計畫,累積職場經驗。淡江已28度蟬聯《Cheers》「企業最愛私立大學」第一,並獲《遠見》人文社會科私校第一,充分展現辦學成果。     淡江大學融合智慧校園、跨域學習、國際交流與產學合作,為學生打造最完整的成長舞台,是邁向未來的最佳選擇。"
114,私立,一般大學,1006,中國文化大學,4207,0,3547,468,85.88,"中國文化大學位於台北市,設有11個學院,學士班有55學系組學位學程、碩士班有35系所組學位學程、博士班有9所,為一綜合性大學。本校以發揚中華文化為主旨,系所多元完整,涵蓋各主要學術範疇；在中華文化陶冶及國際化的學習環境中,實現跨領域、跨產業、跨國界的育才目標,培養學生成為最靈活的人才！  本校為全國學系組學位學程最多之大學,提供每位學生多元學習的機會,除了雙主修輔系等選擇外,每系亦開設跨領域學分學程與專業學程。近年已取得ACCSB華文商管學院認證及IEET中華工程教育學會認證,顯示本校在教學及各項輔助資源之投入已獲認可。本校不僅重視文化傳承與創新外,同時也十分注重國際化,在全球締結超過400所姐妹校,設立跨國雙聯學位制度,更善用校內英、日、韓、俄、法等國語文學系的資源,以及全英語學位學程、華語中心,每年赴海外交流與在文大求學的境外學生多達一千多位,成功營造國際化的學習環境。"
114,私立,一般大學,1007,逢甲大學,5518,0,5444,214,98.71,"本校設有工程與科學、商、人文社會、資訊電機、建設、經營管理、金融、國際科技與管理、建築專業、創能等10個學院,學生人數逾2萬人。本校以「教學卓越、研究重點突破的亞太地區知名大學」為願景,形塑出i#的全面資訊教育升級樣貌,以培養具備產業升級社會轉型的人才,致力成為一所兼具持續創新、跨領域、國際化,且對國家社會教育具備影響力的4I大學。2025年《遠見雜誌》校長互評大學辦學績效排行榜中,榮獲非醫科類的綜合類私校冠軍,在與AI高度相關的「資訊通訊科技」領域排名全台第九,「工程、製造及營建」領域排名全台第八,均為私校第一。商、金融學院全數通過國際AACSB教育認證,工程相關學系全數通過國際IEET教育認證,教育部114年度教育部私校獎補助金額全國第二。顯示逢甲近年來在推動國際化、AI+5G、教育創新及對社會產業永續發展等面向的辦學成果,受教育部和社會大眾的高度肯定。"
114,私立,一般大學,1008,靜宜大學,2604,1,2530,288,97.47,"1.本校為中部海線地區唯一綜合大學,榮獲「2024企業最愛大學生」一般私立大學TOP10；2024遠見台灣最佳大學排行「資通訊」全國10強私校第2。2.全國唯一國際交換學生計畫(ISEP)會員學校,合作姊妹校近500所,《Cheers》最國際化大學排名,榮獲私立大學第一,全國第四。3.重視職涯培力,榮獲教育部青年發展署112年大專校院職涯輔導成果評選全國唯一「金等獎」。4.管理學院與國際學院通過全球國際商管教育品質認證(AACSB),致力培育國際商管人才。5.招生學制包括日間學制學士班、碩、博士班；進修制學士班、二年制在職專班、碩士在職專班。6.大學部新生入學管道：特殊選才、繁星推薦、申請入學、四技二專甄選入學、分發入學、運動績優、原住民專班及藝術跨域創作學士學位學程單獨招生。7.提供績優入學與學業成績優良等多項獎學金及安心就學助學方案。8.設國民小學及中等學校教育學程,提供多元就業發展。"
114,私立,一般大學,1009,長庚大學,1920,1,1795,150,94.01,"1.師資陣容堅強：專任教師生師比為12：1,師生互動密切。  2.因應全球產業趨勢,全校皆導入人工智慧相關課程融入各系所專業課程,並推動輔系和雙學位以培育本校學生具跨領域能力、科技數位能力及創新能力。  3.各系均依其教學宗旨,安排專題研究、實習、暑期實務實習或建教合作等課程,以培養學生的就業及研究能力。  4.以重點領域研究中心為主體,整合資源從事前瞻創新研究,並以學術影響力為核心,建立本校研究特色並提升世界大學排名。  5.羽量級的學雜費,享受重量級的教育資源,每學期學雜費減免1.75萬,學雜費比國立更便宜。  6.住宿床位充足,優質價廉,保證住宿,住宿補助後每學期2000-4050元。  7.提供優渥獎學金,強化國際競爭力,優秀新生金質獎學金100萬、優秀新生銀質獎學金40萬。  8.交通便利,距離不是問題,鄰近桃園機場A7站。"
114,私立,一般大學,1010,元智大學,2322,2,2244,286,97.08,"1.THE世界大學排名2026年全球601-800名、2025年801-1000名2.THE大學影響力排名2025年3-400名,SDG11、SDG17榮登全國一般大學之冠3.《遠見雜誌》最佳大學排行榜非醫科私立全國第一,碩士起薪資訊、工程、管理領域獲私校冠亞軍；大學起薪工程、電通、資訊、管理皆居前十4.EduRank多項全國前10名,私校第一5.RUR全球最佳化大學「社會科學類」台灣綜合私校冠軍6.全球Top2%頂尖科學家榜單,非醫學類均師入榜,私校第一7.1111人力銀行評選企業最愛私立大學前三強8.領航全球產業鏈,打造企業專才基地,邁向國際化指標大學9.首創桃園「微軟國際課程與認證中心」,攜手遠傳建構5G雲端智慧校園10.推動淨零永續與社會共融11.首推Google、Microsoft、Amazon三雲認證課程12.設立醫護學院,創新智慧醫療13.以創新跨域與量子AI教育培育科技菁英"
114,私立,一般大學,1011,中華大學學校財團法人中華大學,1187,0,758,559,75.43,"本校定位為一所優質教學及產學鏈結雙導向之大學,以培養陽光青年並積極推動創新創業普及教育及跨領域學習為目標,同時為強化學生就業力,積極鏈結園區合作並推動企業實習與專業證照,使學生做好充分的就業準備,除與國內外186餘家企業或公部門實習合作,鼓勵學生參與實習；另攜手微軟公司合作舉辦「微軟AI證照培訓營」,提供全額免費的專業講師課程與考證活動,培養學生具備跨領域專業與職場競爭力。本校畢業生不僅具有就業率高及薪資高等表現外,同時,工程相關學系皆通過IEET工程認證,管理學院亦取得國際AACSB認證,躋身世界頂尖前5%商管學院；另在遠見雜誌台灣最佳大學排行榜中,本校連續四年於教學表現指標中教育部教學實踐研究計畫每師平均件數獲全台第一,再顯示學校各方面具備深厚的辦學基礎。"
114,私立,一般大學,1012,大葉大學,1162,0,754,253,71.17,"本校現有（114學年度）工學院、管理學院、設計暨藝術學院、外語學院、生物科技暨資源學院、觀光餐旅學院及護暨健康學院等7個學院,計有20個學系、1個獨立研究所、4個學位學程、以及4個學院班別對外招生,合計有24個學士班、2個進修學士班、1個二年制在職專班、19個碩士班、5個碩士在職專班及5個博士班之綜合大學。提供學生夠充分發揮想像力與創造力之環境,並創造高品質之教學與研究環境、培養高創力及豐富科學內涵之專業人才,強調「理論與實務並重」、「人文與科技整合」、「師傅與徒弟傳承」與「產業與學術合作」等教育理念,營造良善住宿環境,深化四肯品德教育培養具「肯學、肯做、肯付出、肯負責」四肯態度之大葉學生,實現「創意的產業人」、歡迎的「合作的工作夥伴」、具「競爭力的現代國民」,以及「關懷的世界公民」之教育目標,期以此等理念與目而達成「產業導向之綜合大學」之定位,完成「企業夥伴型大學」之發展願景。"
114,私立,一般大學,1013,華梵學校財團法人華梵大學,449,0,334,19,75.43,"1.一所重視品德,致力培養具備文化涵養之專業人才的住宿型大學；公車與專車便捷生活,住宿仍享大臺北政經文化地利優勢。2.全力提升語言表達能力、培養關鍵競爭力,每位學生提供客製化的中、英文能力學習途徑。學生出國學習：學校補助經費減輕同學負擔,每位同學都有能力出國學習,海外交換、遊學、實習與雙聯學位等經驗。3.厚植專業能力/動手實作PBL/跨領域自主學習：以培養應用實務型人才為目標,強調動手實作學習、行動學習,在實際情境中進行創作或解決具體問題。鼓勵創業、創新、實作學習；推動跨領域的專題式學習,學生必須整合不同領域的知識,解決實際的問題或進行實務的創作。4.全國唯一全校學生皆有個人獨立工作空間：每一個同學都可在專屬空間內,隨時進行專業創作、研究或討論,培養強大實務能力。5.校外實習接軌產業：重視學生的實務能力,每一位學生在畢業前,安排到校外實習至少一學期,以接軌業界,培養就業競爭力。"
114,私立,一般大學,1014,義守大學,2598,57,2169,286,86.84,"義守大學為一所人文與科技並重、多元人才培育的國際化綜合大學,辦學績效卓著,為外界評比優良的私立大學之一,在英國泰晤士報高等教育特刊,2015年義守大學入列全球800名大學,其中教學成績為全台灣第14名,2016年列入亞洲前200名大學排行榜。2018年入選英國《泰晤士報》全球最佳年輕大學,2019年入選《遠見雜誌》台灣最佳大學排行榜,全國綜合大學前18名、南部私校綜合大學第1名。2021 年起,連續3年登榜QS 亞洲大學排名,整體表現位居401-450 名。世界大學排名中心(Center for World University Rankings, CWUR)公布2025年全球大學排名,義守大學名列全球前8.3%,並連續七年榮登榜單,展現穩健的學術實力與國際競爭力,成為少數持續獲得國際肯定的臺灣私立大學之一。"
114,私立,一般大學,1015,世新大學,2656,2,2592,94,97.74,"本校定位為「精緻的教學卓越大學」,近年持續發展「數位傳播貫穿各學門、數據智能結合各專業」之辦學特色,積極優化師資結構、提升教學品質及追求創新卓越,培育「具有教養、宏觀、專業知能及國際視野之公民」為願景,以傳播力、創新力、即戰力實施教育創新。  本校為連續13年獲得教育部獎勵大學教學卓越計畫認可殊榮之績優大學,107年至今更年年獲教育部「高等教育深耕計畫」補助,並以「AI五哩路」推動AI時代的全方位競爭力,搭配創課數位學習平台及專業教學空間,讓學生能快速熟悉校園資源並提升學習效率。本校引領傳播教育的創新,包括圓桌影音播客直播間、LVS智能攝製基地等,整合多元應用與全球流行的虛擬攝製模式,為學生提供頂尖的學習資源與就業競爭力。  本校施行「築夢翠谷助學措施」,提供大學部低收、中低收入戶學生每學年8個月,每月一萬元之「生活助學金」及住宿費減免,增加助學範圍嘉惠學子不遺餘力。"
114,私立,一般大學,1016,銘傳大學,4063,0,3844,638,95.34,"1. 銘傳大學係為紀念台灣首任巡撫劉銘傳而設立的知名大學,擁有67年的辦學經驗。獲得美國MSCHE認證,成為亞洲唯一一所美國認證大學。2016年6月再次通過MSCHE10年認證,與哥倫比亞大學、紐約大學、馬里蘭大學、賓州大學、康乃爾大學為同一認證體系。管理學院通過AACSB國際認證。2.設有11個學院、31個學系招收碩士生,18萬校友及1.75萬名學士生、碩士及博士生,深受陸生及國際生喜愛。3.英國高等教育調查公司(QS)公布「2024亞洲大學排名」,連續8年進榜,榮登全球著名學府。4. 與全球237所知名大學及大陸地區185所學校締結姊妹校。5.連續10年獲教育部「大學教學卓越計畫」獎勵,教學成效倍獲肯定。2024年連續7年獲高教深耕計畫補助。6.教師教學認真嚴謹指導學生參加科技部大專學生研究計畫,2024 國科會大專學生研究計畫獲152件補助案,全國第4名,私立綜合大學第一。"
114,私立,一般大學,1017,實踐大學,2769,0,2313,298,85.13,"本校持續榮獲教育部教學實踐研究計畫、學海計畫、議題導向敘事力創新教學發展計畫與高教深耕計畫的認同及肯定,亦常於各種國內外賽事中獲獎。招生特色：一、多元敬業學士生：致力培養學生自主學習與多元發展,除教師教學創新外,更融合多元社團活動與服務學習,還有跨國文化交流機會,藉以期許培養學生畢業即就業的能力,亦在夜間提供在職進修機會。二、跨域分流碩士生：本校碩士班學生理論與實務兼容,學系指導過程更依特質強化其專業或實務能力,不僅課程多元,亦提供學生許多機會,透過實作與實務經驗學習,因此學生在畢業後深獲企業喜愛。亦有碩士在職專班,提供終身學習機會。三、創意思維博士生：隨著數位科技的進步,「創意產業」逐漸成為許多國家推動經濟復甦及產業轉型的引擎。以創意為校務發展DNA,為深耕創意教學,擴大創意與產業結合邊際效益,遂於2012年正式成立管理學院創意產業博士班,招收來自各行各業的人士就讀。"
114,私立,技專校院,1018,朝陽科技大學,2933,0,2692,196,92.30,"朝陽科技大學定位為以產學實務為導向之教學型大學,致力推動以創意、創新、創業為主軸之三創教育,提供學生跨領域的國際化學習。目前與全球超過640所姊妹校簽訂學術合作協議,積極推動千人海外體驗學習計畫,不但延攬斯洛伐克、澳洲、印度及新加坡等10國師資,更斥資7億元設立航空學院,依循航空公司三大業務主軸航務、機務、運務進行完整規劃,為學子打造飛航圓夢基地,培育航空菁英。此外,朝陽科大亦積極強化重點特色計畫,整合「非破壞檢測研發中心」、「環境資源永續再利用研發中心」、「健康農糧中心」、「A2I智慧產業技術研發中心」等四大校級研究中心,致力建構友善生態環境,積極推動聯合國永續發展目標（SDGs）,善盡大學社會責任不遺餘力。"
114,私立,一般大學,1019,高雄醫學大學,1797,0,1615,64,90.22,"高醫大於43年由臺灣首位醫學博士杜聰明創辦,是臺灣首所由臺灣人籌設的高等學府及首家私立醫學院,並於88年更名為高雄醫學大學。創校邁入第70年,迄今已培育五萬多名校友,廣泛分布於全球學術、醫療服務及產業界,成就卓越。本校擁有七間附屬機構及相關事業,形成完整的健康服務網絡,提供優質教學實習場域、基礎臨床轉譯研究及產學應用。作為南臺灣醫學教育與醫療重鎮,本校積極拓展全球視野,致力教育與醫療競爭環境中推動創新發展,力求成為國際一流學府。高等教育核心價值在於知識傳承與全人教育,著重培養學生主體性與完整人格,並在此基礎上推動專業領域教育與創新研究。"
