學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
114,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,日間,博士班,3,0,3,2,100.00,"本所為全英文授課之研究所,隸屬於國立成功大學規劃設計學院,針對創意產業未來整體發展需要,設置一具有縱向連貫各主要設計與藝術專業,以及橫向整合管理行銷、工程技術、智財法律、產業創新等領域。  有別於工業設計系偏重產品的取向,創意產業介於產業規劃與企業創新間,以設計為核心,加上產品、服務、策略,以現代科技及企業化經營模式,促使創意作品得以經濟化與產業化。  未來的發展方向定位在於為國家培養跨領域整合之創意產業人才,並結合產、官、學、研、民的力量,使創意產業在全球化的挑戰下永續經營。",http://www.icid.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,日間,學士班(含四技),46,0,45,7,98.11,"本系旨在培養未來世代具有智慧科技、環境永續與人文關懷素養之高階設計及創新專業人才。透過專業課程、設計實作、跨域整合訓練、國際交流工作坊等學習機會,強化學生團隊合作、多元發展、洞察趨勢與自主學習能力,提升我國科技產品與服務研發之競爭力。學生須以公開設計展形式完成專題設計之畢業條件。",https://ide.ncku.edu.tw/app/index.php
114,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,日間,碩士班,34,0,33,2,97.22,"本系旨在培養未來世代具有智慧科技、環境永續與人文關懷素養之高階設計及創新專業人才。透過專業課程、設計實作、跨域整合訓練、國際交流工作坊等學習機會,強化學生團隊合作、多元發展、洞察趨勢與自主學習能力,提升我國科技產品與服務研發之競爭力。學生須以公開設計展形式完成專題設計之畢業條件。",https://ide.ncku.edu.tw/app/index.php
114,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,在職,碩士班,10,0,10,0,100.00,"本系旨在培養未來世代具有智慧科技、環境永續與人文關懷素養之高階設計及創新專業人才。透過專業課程、設計實作、跨域整合訓練、國際交流工作坊等學習機會,強化學生團隊合作、多元發展、洞察趨勢與自主學習能力,提升我國科技產品與服務研發之競爭力。學生須以公開設計展形式完成專題設計之畢業條件。",https://ide.ncku.edu.tw/app/index.php
114,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,日間,博士班,12,0,11,2,92.86,"本系旨在培養未來世代具有智慧科技、環境永續與人文關懷素養之高階設計及創新專業人才。透過專業課程、設計實作、跨域整合訓練、國際交流工作坊等學習機會,強化學生團隊合作、多元發展、洞察趨勢與自主學習能力,提升我國科技產品與服務研發之競爭力。學生須以公開設計展形式完成專題設計之畢業條件。",https://ide.ncku.edu.tw/app/index.php
114,公立,一般大學,0005,國立成功大學,02152051,戲劇碩士學位學程,日間,碩士班,5,1,2,0,50.00,"國立成功大學戲劇碩士學位學程於2017年成立,整合本校文學院「戲劇學分學程」,並連結本院系所及心理系之戲劇相關師資。課程特色：兼顧理論與創作、傳統與現代、東方與西方,希望在厚實的人文基礎上,提供均衡的戲劇教育,讓學生可在戲劇各個層面,如歷史、理論、評論、編創、表演、導演實務等方面,均可獲得充分的學習。課程設計除必修課「劇場實務」、「戲劇學研究法」之外,選修課程分為「文學」、「戲曲」、「戲劇」及「跨域」等四類。",https://mapd.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,02191104,藝術研究所,日間,碩士班,11,0,11,2,100.00,"國立成功大學藝術研究所以藝術理論研究為主要發展方向,課程設計以「三領域、五分類」為主要架構,三領域係指：戲劇、音樂、美術,五分類為：研究法、藝術史、藝術評論、藝術理論、跨域研究,期培養學生既專且博之學術基礎,並強化學生藝術跨域研究之能力。",https://art.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,02221110,歷史學系,日間,學士班(含四技),55,0,53,7,96.77,"本系坐落於府城臺南的國定古蹟成大文學院舊館,原址為日軍臺灣步兵第二聯隊營舍,是全臺唯一擁獨立系館的歷史系。本系在1970年代曾與美國哈佛大學燕京學社合作,進行臺灣史研究,為國內各大學臺灣史研究先驅。教學相長的史蹟勘考活動,蒐集許多臺灣歷史文物,部分收藏於「成功大學歷史文物館」。    本系師資陣容堅強,研究與教學領域多元。以地理區域分類,涵蓋臺灣、中國、東北亞、東南亞、中東,以及希臘、羅馬、英國、法國、愛爾蘭、德國等。以中國史領域則分布在先秦、魏晉、宋元、明清以及民國史。臺灣史,則以經濟、商業、藝術、文學、文化、殖民史為焦點。從專史或議題的研究取向而言,則涉及經濟史、社會史、宗教史(佛教、道教、基督教、伊斯蘭教)、思想史、藝術史、婦女史、影視史學、口述歷史、歷史教育、史學理論、公眾史學、生態史、人與動物關係史、西洋史學史,以及西洋科技史與醫療史等領域。本系均有完整的課程與豐碩的研究成果。",https://his.ncku.edu.tw/p/412-1190-25924.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,02221110,歷史學系,日間,碩士班,13,0,11,0,84.62,"本系坐落於府城臺南的國定古蹟成大文學院舊館,原址為日軍臺灣步兵第二聯隊營舍,是全臺唯一擁獨立系館的歷史系。本系在1970年代曾與美國哈佛大學燕京學社合作,進行臺灣史研究,為國內各大學臺灣史研究先驅。教學相長的史蹟勘考活動,蒐集許多臺灣歷史文物,部分收藏於「成功大學歷史文物館」。    本系師資陣容堅強,研究與教學領域多元。以地理區域分類,涵蓋臺灣、中國、東北亞、東南亞、中東,以及希臘、羅馬、英國、法國、愛爾蘭、德國等。以中國史領域則分布在先秦、魏晉、宋元、明清以及民國史。臺灣史,則以經濟、商業、藝術、文學、文化、殖民史為焦點。從專史或議題的研究取向而言,則涉及經濟史、社會史、宗教史(佛教、道教、基督教、伊斯蘭教)、思想史、藝術史、婦女史、影視史學、口述歷史、歷史教育、史學理論、公眾史學、生態史、人與動物關係史、西洋史學史,以及西洋科技史與醫療史等領域。本系均有完整的課程與豐碩的研究成果。",https://his.ncku.edu.tw/p/412-1190-25924.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,02221110,歷史學系,日間,博士班,5,0,4,0,80.00,"本系坐落於府城臺南的國定古蹟成大文學院舊館,原址為日軍臺灣步兵第二聯隊營舍,是全臺唯一擁獨立系館的歷史系。本系在1970年代曾與美國哈佛大學燕京學社合作,進行臺灣史研究,為國內各大學臺灣史研究先驅。教學相長的史蹟勘考活動,蒐集許多臺灣歷史文物,部分收藏於「成功大學歷史文物館」。    本系師資陣容堅強,研究與教學領域多元。以地理區域分類,涵蓋臺灣、中國、東北亞、東南亞、中東,以及希臘、羅馬、英國、法國、愛爾蘭、德國等。以中國史領域則分布在先秦、魏晉、宋元、明清以及民國史。臺灣史,則以經濟、商業、藝術、文學、文化、殖民史為焦點。從專史或議題的研究取向而言,則涉及經濟史、社會史、宗教史(佛教、道教、基督教、伊斯蘭教)、思想史、藝術史、婦女史、影視史學、口述歷史、歷史教育、史學理論、公眾史學、生態史、人與動物關係史、西洋史學史,以及西洋科技史與醫療史等領域。本系均有完整的課程與豐碩的研究成果。",https://his.ncku.edu.tw/p/412-1190-25924.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,02222111,考古學研究所,日間,碩士班,13,0,8,0,61.54,"本所教學與研究發展規劃四個特色：1.奠基考古專業訓練；2.以歷史考古深化在地史學；3.南島考古研究與國際接軌；4.完善文化資產經營與發展。本所規劃強調理論與田野實習的結合,落實完整訓練,為學生提供兼具深造和就業的寬廣發展。",https://archaeology.ncku.edu.tw/index.php
114,公立,一般大學,0005,國立成功大學,02222111,考古學研究所,日間,博士班,2,0,1,0,50.00,"本所教學與研究發展規劃四個特色：1.奠基考古專業訓練；2.以歷史考古深化在地史學；3.南島考古研究與國際接軌；4.完善文化資產經營與發展。本所規劃強調理論與田野實習的結合,落實完整訓練,為學生提供兼具深造和就業的寬廣發展。",https://archaeology.ncku.edu.tw/index.php
114,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,日間,學士班(含四技),56,0,56,3,100.00,"本系大學部課程落實英語及第二外語(日、德、法、西語)之語言訓練,同時厚植研究西洋文學與文化的根基研究,並灌輸語言學／語言教學理論與知識以增強學生語言運用能力。除本系專業課程外,亦鼓勵學生修習輔系、雙主修、跨領域學程,以發展多元專長。期許學生修業期間多元學習,拓展全球視野及胸襟,同時加強創新思考及思辨能力以快速融入多元多變的職場、適應團隊工作。",https://flld.ncku.edu.tw/p/412-1165-84.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,日間,碩士班,18,2,14,3,89.47,"本系研究所以培育西洋文學與文化、語言學、語言教學之專業人才為目標,強化學生理論與知識,厚植學術涵養、提升寫作實力,培養學生獨立、具批判性之思考及整合能力,於扎實且深究的學術研究中,拓展全球視野及胸襟,同時培養創新及思辨能力以快速融入多元多變的職場、適應團隊工作。",https://flld.ncku.edu.tw/p/412-1165-84.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,日間,博士班,1,0,1,2,100.00,"本系研究所以培育西洋文學與文化、語言學、語言教學之專業菁英人才為目標,強化學生理論與知識,厚植學術涵養與學術研究實力,培養學生獨立、具批判性之思考及整合能力,於扎實且深究的學術研究中,拓展全球視野及胸襟,同時加強創新思考及思辨能力以快速融入多元多變的職場、適應團隊工作。",https://flld.ncku.edu.tw/p/412-1165-84.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,日間,學士班(含四技),56,0,54,2,96.55,"學士班著重在培養學生具備台灣本土語文基本能力並對包含文學、文化與歷史領域在內的台灣核心價值有深入認識的具文化主體性的新台灣人。本系秉持著永續台灣、放眼世界的精神,落實釘根台灣母語的台灣學教育以促進台灣語文及台灣文學之永續發展。此外,本系也配合新南向,領導台灣及東南亞雙向交流與比較研究,將台灣文化行銷到全世界。在師資方面,本系為全國台文系中最多師資,且有一半的師資具有國外譬如美、日、英、澳等國知名大學的博士學位。故本系與外國的學術交流頻繁,學生有較多到國外交換學習的機會。在課程方面,本系提供豐富多元的課程,包含語言、文學、歷史、文化、戲劇、媒體等領域。語言課程提供台語、客語、原住民族語、越南語、日語及英語等。本系也提供有意未來擔任中學老師的學生選修台語專長的教育學程。在學習環境方面,本系系館為台南市定古蹟,環境優雅、空間廣闊。本系提供學生活動空間及經費補助,鼓勵學生參與校內外的各種人文活動。",https://twl.ncku.edu.tw/p/412-1143-10450.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,日間,碩士班,10,2,7,1,88.89,"碩士班為介於博士與學士之間的訓練階段,主要讓學生深入瞭解台灣研究之各相關議題並提前評估自己未來是否合適專職從事學術研究之生活。本系提供碩士生多元的研究領域選項,學生可依其專長及興趣選擇博論研究主題,譬如文學、文化、歷史、媒體、戲劇、台語教學、語言學、社會學、台灣與區域比較研究(東南亞、亞洲)等。為配合新南向並領導台灣及東南亞雙向交流與比較研究,以便將台灣文化行銷到全世界,自2021年秋季（110學年）起,本系本國籍之碩士班甄試入學分為二組。分別為甲組：台灣文學及語言組。乙組：台灣與東南亞研究組。本系提供碩士生獎學金及教學助理或研究助理之工作機會。本系碩士班有不少國際學生,可讓學生提前學習與外國學者交流互動。本系也提供研究生到國外交換學習及補助出國參加研討會的機會。",https://twl.ncku.edu.tw/p/412-1143-10450.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,在職,碩士班,5,0,5,0,100.00,"碩士專班招生對象分為在職教師組及一般在職組,除提供在職教師進修的機會外,也讓有志提升自己專業能力的社會人士可利用夜間課餘時間進修。本所除了有優良的教學師資及授課空間外,特別重視台灣本土語言及文學的教學與研究,藉此突顯台灣的主體性及核心價值,讓進修的學員能準確有效地運用所學到職場中。此外,為落實《國家語言發展法》及中等學校將開設台灣本土語文課程,本系已增設台語師資學士後教育學分班供在職人士進修。",https://twl.ncku.edu.tw/p/412-1143-10450.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,日間,博士班,3,0,3,0,100.00,"本系為全國最早成立博士班的單位。博士班著重在培育具備國際競爭力的台灣研究人才。本系提供博士生多元的研究領域選項,學生可依其專長及興趣選擇博論研究主題,譬如文學、文化、歷史、媒體、戲劇、台語教學、語言學、社會學、台灣與區域比較研究(東南亞、亞洲)等。本系提供博士生獎學金及教學助理或研究助理之工作機會,並提供優秀博士生在系上擔任兼任授課講師。本系也成立「所學會」,由博碩士學生自主管理並學習經營專業團體以提前習慣學術社群的互動交流。本系博士班有不少國際學生,可讓學生提前學習與外國學者交流互動。本系也提供研究生到國外交換學習及補助出國參加研討會的機會。本系畢業之博士均相當優秀,多數在國內外的教研機構擔任教學或研究職務,譬如台灣大學、清華大學、國立台灣文學館、越南社科院、越南國家大學等。",https://twl.ncku.edu.tw/p/412-1143-10450.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,02322107,中國文學系,日間,學士班(含四技),54,0,53,5,98.31,"培養中國文學之基本專業素養,傳承中華人文思想,鍛練經典詮釋與文藝創作之能力,並能獨立思考與批判,關懷鄉土文化社群。",https://chinese.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,02322107,中國文學系,日間,博士班,7,0,3,2,55.56,"博士班則深化獨立研究能力,開啟學術視野。期從古典到現代、個人到社會、人文到科技,扎實研究的根柢、追求卓越,研展教學的方法、善巧創新。",https://chinese.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,02322107,中國文學系中國文學碩士班,日間,碩士班,11,2,9,2,100.00,"碩士班加強學術專業訓練與論文撰寫之能力,開啟學術視野。",https://chinese.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,02322107,中國文學系現代文學碩士班,日間,碩士班,8,0,8,0,100.00,"碩士班加強學術專業訓練與論文撰寫之能力,開啟學術視野。",https://chinese.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,03111114,經濟學系,日間,學士班(含四技),58,0,56,5,96.83,"經濟系在有限的人力及資源下以小而美的方式,著重於健康經濟、產業政策及經濟成長等三大領域之發展：在教學上,朝向理論與實務之結合；在研究上,朝向跨領域之議題發展；在社區服務上,加強與當地產業界及政府之交流；在招生上,以積極方式對外招募學生。經濟系發展特色可歸納如下：    1、經濟系課程的設計,著重於理論與實務的結合,使學生未來可以學以致用,並提供學生彈性之選課空間,以利學生發展個人學習興趣。  2、因應未來研究趨勢,教師研究朝向整合型計畫,並鼓勵本系教師和管理、醫學及理工學門進行跨領域之專題研究。  3、協助當地政府發展觀光文化產業,並提供產業績效評估指標。  4、配合教育部繁星計畫,增加更多入學管道,及偏遠地區學生之錄取。  5、主動至南部高中進行科系簡介,爭取優秀學生前來本系就讀。  6、完善導師制度的建立與實施,強化導師與導生之間的溝通及諮詢。",https://www.econ.ncku.edu.tw/about.asp
114,公立,一般大學,0005,國立成功大學,03111114,經濟學系,日間,碩士班,15,0,15,1,100.00,"1、協助學生培養創造思考的能力、領導力及學習適當的溝通技巧,為將來的就業發展與終生學習做準備。  2、鼓勵選修管理學院商業分析與政策議題相關的應用研究課程,結合當前的社會需求。  3、提倡多元化教育,以擴展學生的學習觀並提高學習的層次。  4、擴大學校服務範圍至社區,透過結合兩方資源以進一步更有效地服務居民。  5、強化與世界各頂尖經濟研究所機構的學術交流。  6、為實現上述目標,本系將致力於高品質的教學環境、課程與師資,並持續著重於學術研究。",https://www.econ.ncku.edu.tw/about.asp
114,公立,一般大學,0005,國立成功大學,03121115,政治學系,日間,學士班(含四技),58,0,56,1,96.61,"本系依照自我屬性,配合本校教育方針,訂定通才教育、周延訓練、國際視野及社會關懷四大目標,並透過本系「政治理論與方法」、「公共行政」、「比較政治」及「國際關係」四大課程領域,培育具備開創、溝通及整合能力之政治學人才。歡迎有志青年報考。",https://www.polsci.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,03121115,政治學系政治經濟學博士班,日間,博士班,4,0,3,0,75.00,"教學宗旨：結合政經理論與社會科學質化與量化研究方法,探索並解決政治和經濟相關議題,培養具全面且深入分析能力的社會科學專業人才。  研究領域：  政治理論與方法、公共行政、比較政治經濟、國際政治經濟。",https://www.polsci.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,03121115,政治學系政治經濟學碩士在職專班,在職,碩士班,18,0,10,0,55.56,"教學宗旨：結合政經理論與社會科學質化與量化研究方法,探索並解決政治和經濟相關議題,培養具全面且深入分析能力的社會科學專業人才。  研究領域：政治理論與方法、公共行政、比較政治經濟、國際政治經濟。",https://www.polsci.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,03121115,政治學系政治經濟學碩士班,日間,碩士班,15,0,11,0,73.33,"碩士雙聯學位特色 :本系自2022年起與美國休士頓大學霍比公共事務學院（Hobby School of Public Affairs at the University of Houston）簽訂跨國碩士雙學位。每年得推薦至多五名學生前往該學院就學。  教學宗旨 :結合政經理論與社會科學質化與量化研究方法,探索並解決政治和經濟相關議題,培養具全面且深入分析能力的社會科學專業人才。  研究領域:政治理論與方法、公共行政、比較政治經濟、國際政治經濟。  獎助學金:擇優提供每學期碩士班最高4萬元,及各種研究助學金,並有機會擔任教師助理。",https://www.polsci.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,03131117,心理學系,日間,學士班(含四技),56,0,48,8,87.50,"心理學是一門跨自然與人文社會學科的現代化科學。本系致力於與其他學科的整合,發展重點涵蓋：心智神經科學、應用心理學。本系強調培養學生國際觀、語言能力、溝通技巧、團隊合作經驗、深厚人本關懷以及獨立學習能力。",https://psychology.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,03131117,心理學系,日間,碩士班,16,1,15,1,100.00,"心理學是一門跨自然與人文社會學科的現代化科學。本系致力於與其他學科的整合,發展重點涵蓋：心智神經科學、應用心理學。本系強調培養學生國際觀、語言能力、溝通技巧、團隊合作經驗、深厚人本關懷以及獨立學習能力。",https://psychology.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,03131117,心理學系,日間,博士班,3,0,3,0,100.00,"心理學是一門跨自然與人文社會學科的現代化科學。本系致力於與其他學科的整合,發展重點涵蓋：心智神經科學、應用心理學。本系強調培養學生國際觀、語言能力、溝通技巧、團隊合作經驗、深厚人本關懷以及獨立學習能力。",https://psychology.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,03131119,行為醫學研究所,日間,碩士班,8,0,8,1,100.00,"本所針對國內心智健康需求培育專業人員,並配合國際研究最新趨勢規劃發展：  1. 兒童青少年臨床心理學研究  2. 復健心理學專業  3. 臨床神經心理學專業  4. 校園與職場心理健康  5. 整合性醫療照護  6. 成癮行為之防治  7. 情緒疾患與自殺防治  8. 嚴重精神疾病之遺傳與腦影像研究",https://behmed.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04111120,會計學系,日間,學士班(含四技),55,0,55,7,100.00,"本系以精研會計學術及培育會計專業人才為宗旨,在教學方面兼顧理論與實務,藉由課程提升學生會計理論之知識,並提供學生接觸會計實務之機會,幫助其了解會計實務,同時重視學生企業倫理及社會責任觀念之養成,期望未來秉持誠信正直之精神成為企業界領導人才。",https://www.acc.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04111120,會計學系,日間,碩士班,39,0,39,0,100.00,"本系所以培養會計專業人才為宗旨。教學方面,結合會計與財金課程設計,充分發揮會計與財務相輔相成特色之綜效。本所亦強調研究國際化之落實,提供海外交換與雙學位計畫,增進學生之競爭力,以符合全球商務與社會之需求。本校管理學院已通過AACSB國際認證,本系所學術研究排名已進入全球前兩百大。",https://www.acc.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04111120,會計學系,日間,博士班,3,0,3,0,100.00,"本系所博士班以培養全球高等教育專業師資為宗旨,畢業生目標為進入海內外大學任教與進行學術研究。  本系所提供中、英雙語教學環境,增進學生之競爭力,以符合全球商務與社會之需求。  本校管理學院已通過AACSB國際認證,本系所學術研究排名已進入全球前兩百大。",https://www.acc.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,日間,碩士班,27,0,27,0,100.00,"本所以培養財管專業人才為宗旨。教學方面,結合會計與財金課程設計,充分發揮會計與財務相輔相成特色之綜效。本所亦強調研究國際化之落實,提供海外交換與雙學位計畫,增進學生之競爭力,以符合全球商務與社會之需求。本校管理學院已通過AACSB國際認證,本所學術研究排名已進入全球前兩百大。",https://www.acc.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,在職,碩士班,49,1,47,0,97.92,"本所以培養財管專業人才為宗旨。教學方面,結合會計與財金課程設計,充分發揮會計與財務相輔相成特色之綜效。本所亦強調研究國際化之落實,提供中、英雙語教學環境,增進學生之競爭力,以符合全球商務與社會之需求。本校管理學院已通過AACSB國際認證,本所學術研究排名已進入全球前兩百大。",https://www.acc.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,日間,博士班,2,0,2,0,100.00,"本所博士班以培養全球高等教育專業師資為宗旨,畢業生目標為進入海內外大學任教與進行學術研究。  本所提供中、英雙語教學環境,增進學生之競爭力,以符合全球商務與社會之需求。  本校管理學院已通過AACSB國際認證,本所學術研究排名已進入全球前兩百大。",https://www.acc.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04131055,高階管理碩士在職專班(EMBA),在職,碩士班,101,0,98,0,97.03,"1.配合國內企業經營國際化之趨勢,培養具備國際觀及全方位策略思維的企業高階管理人才。  2.配合國家經貿活動之國際化及國內亞太營運中心之設立,培育能夠拓展海外市場,建立行銷網路,並能促進國際貿易與國際合作之人才。  3.配合國內金融市場之國際化及亞太金融中心之設立,培育國際金融市場及國際財務管理高級研究與經營人才,以順利規劃及推動國際金融資源之調度與利用,促進國內經濟發展具備全球視野之國際金融及國際財務管理方面之高階管理人才。  4.配合新巿科學園區之設立,培育具備科技管理、技術移轉、策略聯盟及專利授權管理等方面之人才。  5.配合國內產業轉型,培育具備作業管理、企業再造、品質管理及製程管理方面之高階人才。  6.配合國內交通建設之開拓,培育交通管理方面之高階人才。",https://emba.ncku.edu.tw/p/412-1140-20867.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,04131056,電信管理研究所,日間,碩士班,14,0,14,0,100.00,"1.電信產業與政策分析 本所課程強調科技原理與經營管理之整合,以培養兼具通訊科技專業知識與企業經營管理能力的優秀人才。 2.電信事業經營管理 本所除設計電信科技與經營管理等理論課程,奠定紮實的學識基礎,亦重視應用性課程及與實務界之聯繫合作,以期將理論和實務結合。 3.電信科技之應用與管理 為充分發揮整合性電信科技應用在企業活動的特色,本所強調電信科技結合其他領域之應理。 4.電信與交通運輸之整合 在政府解除管制、電信產業自由化、民營化與國際化的趨勢下,電信業者不僅面臨來自國內新加入者的挑戰,更必須面對國外業者的激烈競爭與合作。本所以國際的角度來瞭解與研究電信產業,培養學生成為具備國際性宏觀視野的管理人才。",https://tcm.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,日間,學士班(含四技),51,0,49,3,96.30,"教育願景:國際視野 、專業創新、 誠信務實。   教育使命:承襲本校及本院結合創新與務實的校風與傳統,自基礎紮根,從生活教育細微處著手,務求培養出具備專業創新能力,誠信務實特質與國際視野素養的優秀企業管理人才。",https://ba.ncku.edu.tw/p/412-1177-23139.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,日間,碩士班,47,0,47,2,100.00,"教育願景:國際視野 、專業創新、 誠信務實。   教育使命:承襲本校及本院結合創新與務實的校風與傳統,自基礎紮根,從生活教育細微處著手,務求培養出具備專業創新能力,誠信務實特質與國際視野素養的優秀企業管理人才。",https://ba.ncku.edu.tw/p/412-1177-23139.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,在職,碩士班,35,0,35,0,100.00,"教育願景:國際視野 、專業創新、 誠信務實。   教育使命:承襲本校及本院結合創新與務實的校風與傳統,自基礎紮根,從生活教育細微處著手,務求培養出具備專業創新能力,誠信務實特質與國際視野素養的優秀企業管理人才。",https://ba.ncku.edu.tw/p/412-1177-23139.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,日間,博士班,2,0,2,0,100.00,"教育願景:國際視野 、專業創新、 誠信務實。   教育使命:承襲本校及本院結合創新與務實的校風與傳統,自基礎紮根,從生活教育細微處著手,務求培養出具備專業創新能力,誠信務實特質與國際視野素養的優秀企業管理人才。",https://ba.ncku.edu.tw/p/412-1177-23139.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,日間,碩士班,18,0,18,14,100.00,"本所為培養未來能為我國企業「規劃國際化策略、執行國際資源整合、拓展國際巿場並有效管理國際性企業」之中高級專業管理人才,因此教育之重點在理論與實務兼顧,語文與專業知識並重。為達此目的,在招生對象上儘量不限制其大學修習之背景,文、理、法、醫、工、農、商皆歡迎。",https://ib.ncku.edu.tw/p/412-1137-82.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,日間,博士班,1,0,0,0,0.00,"本所為培養未來能為我國企業「規劃國際化策略、執行國際資源整合、拓展國際巿場並有效管理國際性企業」之中高級專業管理人才,因此教育之重點在理論與實務兼顧,語文與專業知識並重。為達此目的,在招生對象上儘量不限制其大學修習之背景,文、理、法、醫、工、農、商皆歡迎。",https://ib.ncku.edu.tw/p/412-1137-82.php?Lang=zh-tw
114,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),日間,碩士班,0,0,0,26,100.00,"成立於民國95年,為管理學院之獨立研究所,且唯一以全英文授課之研究所,並於每年春季及秋季招收國際學生、每年秋季招收本籍生。在初成立時期,教師成員來自於各系所之教師,以英文教授相關課程。    自97學年起開始陸續聘請專任及專案教師。本所專任教師均在英、美、及法等一流學府取得博士學位。98學年度起,開始招收台灣本籍博士生,於每學年的秋季招生。",https://imba.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),在職,碩士班,25,0,22,0,88.00,"國際經營管理研究所(IIMBA)的學生來自世界各地,形成多元文化的學習環境。課程設計分為「行銷」、「財務」及「資訊科技、作業、決策」等三大領域,著重於學理與研究方法的訓練,並以全英語方式授課。隨著國際學生人數逐年增加,目前本所在學之外籍生總數逾百人,這些學生來自美國、加拿大、波蘭、越南、印尼、印度、泰國、菲律賓、南韓、馬來西亞等20多個不同國家,具有多元的文化與大學教育背景,如商管、語言、生物、機械、經濟等,為本所國際經營商管學程注入豐富的元素。",https://imba.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),日間,博士班,1,0,1,0,100.00,"國際經營管理研究所(IIMBA)的學生來自世界各地,形成多元文化的學習環境。課程設計分為「行銷」、「財務」及「資訊科技、作業、決策」等三大領域,著重於學理與研究方法的訓練,並以全英語方式授課。隨著國際學生人數逐年增加,目前本所在學之外籍生總數逾百人,這些學生來自美國、加拿大、波蘭、越南、印尼、印度、泰國、菲律賓、南韓、馬來西亞等20多個不同國家,具有多元的文化與大學教育背景,如商管、語言、生物、機械、經濟等,為本所國際經營商管學程注入豐富的元素。",https://imba.ncku.edu.tw/
114,公立,一般大學,0005,國立成功大學,04131135,高階經營管理博士學位學程,日間,博士班,5,0,5,0,100.00,"1.本院整合院內師資,量身打造DBA課程及教學。  2.課程採模組化設計,管理理論與實務並重,並融入個案分析。  3.以學生為主角之體驗式小班教學。  4.與本院個案中心工作坊緊密連結,提昇學生個案分析及撰寫能力。",https://dba.ncku.edu.tw/p/412-1204-27758.php?Lang=zh-tw
